"","Tip.Label.160511","Meadow","Braxon_Peak","Castle_Peak","D.O._Lee_Peak","Horstmann_Peak","Hyndman_Peak","Mount_Cramer","Salzburger_Spitzl","Snowyside_Peak","Thompson_Peak"
"357","Unknown_14640",0,0,0,0,0,1,0,0,0,0
"358","Unknown_14641",0,0,0,0,0,1,0,0,0,0
"359","Unknown_14642",0,0,0,0,0,1,0,0,0,0
"360","Unknown_14643",0,0,0,0,0,1,0,0,0,0
"361","Castilleja_applegatei_14644",1,0,0,1,0,0,0,0,0,0
"362","Cassiope_mertensiana_var_gracilis_14646",1,0,0,1,0,0,0,0,0,0
"363","Lupinus_argenteus_var_depressus_14647",1,0,0,1,0,0,0,0,0,0
"364","Aster_foliaceus_var_apricus_14648",1,0,0,1,0,0,0,0,0,0
"365","Eriogonum_ovalifolium_var_depressum_14649",1,0,0,1,0,0,0,0,0,0
"366","Eriogonum_flavum_var_piperi_14650",1,0,0,1,0,0,0,0,0,0
"367","Potentilla_glaucophylla_var_glaucophylla_14651",1,0,0,1,0,0,0,0,0,0
"368","Unknown_14652",1,0,0,1,0,0,0,0,0,0
"369","Solidago_multiradiata_14653",1,0,0,1,0,0,0,0,0,0
"370","Eriogonum_flavum_var_piperi_14654",1,0,0,1,0,0,0,0,0,0
"371","Sedum_lanceolatum_var_lanceolatum_14655",1,0,0,1,0,0,0,0,0,0
"372","Sedum_debile_14656",1,0,0,1,0,0,0,0,0,0
"373","Haplopappus_suffruticosus_14657",1,0,0,1,0,0,0,0,0,0
"374","Juncus_sp_14658",1,0,0,1,0,0,0,0,0,0
"375","Salix_nivalis_14660",1,0,0,1,0,0,0,0,0,0
"376","Antennaria_alpina_14661",1,0,0,1,0,0,0,0,0,0
"377","Unknown_14662",1,0,0,1,0,0,0,0,0,0
"378","Eremogone_aculeata_14663",1,0,0,1,0,0,0,0,0,0
"379","Ivesia_gordonii_14664",1,0,0,1,0,0,0,0,0,0
"380","Achillea_millefolium_var_alpicola_14665",1,0,0,1,0,0,0,0,0,0
"381","Stenotus_acaulis_14666",1,0,0,1,0,0,0,0,0,0
"382","Unknown_14667",1,0,0,1,0,0,0,0,0,0
"383","Arabis_cf_lemonii_14668",1,0,0,1,0,0,0,0,0,0
"384","Phlox_pulvinata_14669",1,0,0,1,0,0,0,0,0,0
"385","Eremogone_congesta_14670",1,0,0,1,0,0,0,0,0,0
"386","Senecio_werneriifolius_14671",1,0,0,1,0,0,0,0,0,0
"387","Senecio_werneriifolius_14672",1,0,0,1,0,0,0,0,0,0
"388","Unknown_14673",0,0,0,1,0,0,0,0,0,0
"389","Unknown_14674",0,0,0,1,0,0,0,0,0,0
"390","Epilobium_alpinum_14675",0,0,0,1,0,0,0,0,0,0
"391","Unknown_14676",0,0,0,1,0,0,0,0,0,0
"392","Unknown_14677",0,0,0,1,0,0,0,0,0,0
"393","Oxytropis_cf_deflexa_14678",0,0,0,1,0,0,0,0,0,0
"394","Collomia_debilis_14680",0,0,0,1,0,0,0,0,0,0
"395","Eriogonum_crosbyae_14681",0,0,0,1,0,0,0,0,0,0
"396","Anemone_drummondii_14682",0,0,0,1,0,0,0,0,0,0
"397","Arabis_sp_14683",0,0,0,1,0,0,0,0,0,0
"398","Antennaria_alpina_14684",0,0,0,1,0,0,0,0,0,0
"399","Senecio_werneriifolius_14685",0,0,0,1,0,0,0,0,0,0
"400","Minuartia_cf_obtusiloba_14686",0,0,0,1,0,0,0,0,0,0
"401","Cerastium_beeringianum_14687",0,0,0,1,0,0,0,0,0,0
"402","Draba_oligosperma_14688",0,0,0,1,0,0,0,0,0,0
"403","Androsace_septentrionalis_14689",0,0,0,1,0,0,0,0,0,0
"404","Draba_lonchocarpa_14690",0,0,0,1,0,0,0,0,0,0
"405","Oxytropis_cf_deflexa_14691",0,0,0,1,0,0,0,0,0,0
"406","Unknown_14692",0,0,0,1,0,0,0,0,0,0
"407","Smelowskia_calycina_14693",0,0,0,1,0,0,0,0,0,0
"408","Draba_lonchocarpa_14694",0,0,0,1,0,0,0,0,0,0
"409","Oxytropis_parryi_14695",0,0,0,1,0,0,0,0,0,0
"410","Minuartia_nuttallii_14697",0,0,0,1,0,0,0,0,0,0
"411","Polemonium_viscosum_14698",0,0,0,1,0,0,0,0,0,0
"412","Crepis_nana_14699",0,0,0,1,0,0,0,0,0,0
"413","Erigeron_compositus_14700",0,0,0,1,0,0,0,0,0,0
"414","Astragalus_kentrophyta_14701",0,0,0,1,0,0,0,0,0,0
"415","Eriogonum_ovalifolium_var_depressum_14702",0,0,0,1,0,0,0,0,0,0
"416","Draba_oligosperma_14703",0,0,0,1,0,0,0,0,0,0
"417","Stenotus_acaulis_14704",0,0,0,1,0,0,0,0,0,0
"418","Minuartia_obtusiloba_14705",0,0,0,1,0,0,0,0,0,0
"419","Unknown_14706",0,0,0,1,0,0,0,0,0,0
"420","Senecio_fremontii_14707",0,0,0,1,0,0,0,0,0,0
"421","Saxifraga_oppositifolia_14708",0,0,0,1,0,0,0,0,0,0
"422","Eritrichium_nanum_14711",0,0,0,1,0,0,0,0,0,0
"423","Eritrichium_nanum_14712",0,0,0,1,0,0,0,0,0,0
"424","Eritrichium_nanum_14713",0,0,0,1,0,0,0,0,0,0
