"","betadiv.PhyloSor","betadiv.PhyloSor_turn","betadiv.PhyloSor_PD","betadiv.UniFrac","betadiv.UniFrac_turn","betadiv.UniFrac_PD","betadiv.SES_PhyloSor","betadiv.SES_PhyloSor_turn","betadiv.SES_PhyloSor_PD","betadiv.SES_UniFrac","betadiv.SES_UniFrac_turn","betadiv.SES_UniFrac_PD","util.pd.Com1","util.pd.Com2","util.pd.pd.obs.tot"
"Castle Peak-Snowyside Peak",0.373768149296629,0.187716722325342,0.186051426971287,0.544150262164687,0.316096791089756,0.228053471074931,1.02727718819788,0.774877448292963,0.201141442179142,1.0303866064906,0.82214379324738,-0.0877428849522874,3241.759441,2033.479358,3623.477521
"Castle Peak-Thompson Peak",0.482060066464009,0.197658268743122,0.284401797720887,0.650527029736572,0.330074569518989,0.320452460217583,0.514660303052192,-0.148688937960078,0.640337557080956,0.542913609672158,-0.0930209053974286,0.479014524892631,3241.759441,1545.016487,3547.144725
"D.O. Lee Peak-Horstmann Peak",0.547909645083733,0.470155529538829,0.0777541155449031,0.707934919617474,0.639599715937962,0.0683352036795124,1.17616529102036,0.430375323900884,1.72102723402942,1.1526725794122,0.463159104781833,1.48390430011363,2186.313176,2938.352433,3966.259662
"D.O. Lee Peak-Hyndman Peak",0.388554989704307,0.359894727177,0.028660262527307,0.55965373007957,0.529297922823929,0.0303558072556406,0.958756901092049,1.39969349312774,-0.805788149669081,0.962736190142981,1.36442066097792,-0.871408437449587,2186.313176,2391.271295,3178.113879
"D.O. Lee Peak-Mount Cramer",0.442161486942338,0.344442733212527,0.0977187537298116,0.61319275399568,0.512394800765497,0.100797953230182,0.638386699351915,-0.183511264241145,1.25465624042721,0.658017365562194,-0.139298209925278,1.14813490520201,2186.313176,2952.283233,3705.342919
"D.O. Lee Peak-Salzburger Spitzl",0.364039658862709,0.265705293448773,0.0983343654139352,0.533766971506141,0.419853333669458,0.113913637836683,0.241486850369729,-0.392999696259724,0.942106894649856,0.279134962265755,-0.356042112523074,0.909526705526005,2186.313176,2862.423634,3443.338618
"D.O. Lee Peak-Snowyside Peak",0.408508082354932,0.386280178311011,0.0222279040439213,0.580057846273674,0.557290199130798,0.0227676471428756,0.882802350720928,1.5026838544359,-1.06909384689986,0.895034637776547,1.44777219883988,-1.10332556220035,2186.313176,2033.479358,2971.805945
"D.O. Lee Peak-Thompson Peak",0.41506048804994,0.293663798941713,0.121396689108227,0.586632856411566,0.45400327222876,0.132629584182806,0.681138171261088,1.06145137949381,-0.594140562729211,0.702644303719678,1.07676501153141,-0.763167387096776,2186.313176,1545.016487,2640.028587
"Horstmann Peak-Hyndman Peak",0.446671934735877,0.383376032622011,0.0632959021138658,0.617516555081892,0.554261493016286,0.0632550620656056,0.714250422639504,0.426962057814774,0.344940630078407,0.727045723714063,0.461715814981113,0.240407049482097,2938.352433,2391.271295,3855.108535
"Horstmann Peak-Mount Cramer",0.287357249705689,0.285667921442288,0.00168932826340101,0.44642969116985,0.444388347376389,0.00204134379346049,-1.60400567437558,-0.724814779565095,-1.28685630699131,-1.66695580764703,-0.702712072768981,-1.26716779004569,2938.352433,2952.283233,3791.676265
"Horstmann Peak-Salzburger Spitzl",0.449713770859136,0.442415310214002,0.00729846064513462,0.620417326370053,0.613436791860402,0.00698053450965097,1.34649601335707,1.92905150232737,-1.19457115512766,1.31415236064449,1.82132576213384,-1.20459044090768,2938.352433,2862.423634,4204.732473
"Horstmann Peak-Snowyside Peak",0.351736890649766,0.207502371902612,0.144234518747155,0.520422122208546,0.343688553713826,0.17673356849472,-1.10228824925908,-1.90251458399344,1.58310160455721,-1.10175364113892,-2.0520620887933,1.96556302636919,2938.352433,2033.479358,3360.304223
"Horstmann Peak-Thompson Peak",0.496818747630521,0.269927794628123,0.226890953002398,0.663832876782162,0.425107310462744,0.238725566319417,0.776951795533596,-0.348356534286781,1.23537945669646,0.786391373364001,-0.294939940368568,1.04076113067117,2938.352433,1545.016487,3355.395326
"Hyndman Peak-Mount Cramer",0.372460800310186,0.298847868284221,0.0736129320259648,0.542763480350051,0.460173782598573,0.0825896977514778,0.91641309450272,0.0247311853273297,1.70384114535733,0.922007146043736,0.0608383058718272,1.59536017224844,2391.271295,2952.283233,3666.909562
"Hyndman Peak-Salzburger Spitzl",0.166070789566396,0.0839162262431624,0.0821545633232335,0.284838263769817,0.15483895196221,0.129999311807607,-1.67719083800706,-2.97661095980684,2.15484311750023,-1.75958065900649,-3.32931974672607,2.84835951223671,2391.271295,2862.423634,3063.090097
"Hyndman Peak-Snowyside Peak",0.366132984217224,0.310368339622949,0.055764644594275,0.536013680142586,0.473711597324239,0.0623020828183473,-0.0451820244940414,1.08385080749672,-1.38198025774653,-0.00398022016990681,1.09708674136935,-1.40103347054097,2391.271295,2033.479358,3022.398907
"Hyndman Peak-Thompson Peak",0.286110669334186,0.0906006914345633,0.195509977899623,0.444923871881577,0.166148237656787,0.278775634224789,-1.1651431103787,-0.400709486772688,-0.768572872565635,-1.1845057425645,-0.37803435628555,-0.540431574321406,2391.271295,1545.016487,2531.250857
"Mount Cramer-Salzburger Spitzl",0.386797537080385,0.3771724545508,0.00962508252958495,0.557828416532534,0.547749053946659,0.0100793625858746,0.402545250856759,0.829418881423359,-0.914164567580909,0.432681777095948,0.84117318210766,-0.924426465622094,2952.283233,2862.423634,4031.910581
"Mount Cramer-Snowyside Peak",0.396453982900848,0.260101376942524,0.136352605958324,0.56780099846512,0.412826113361811,0.15497488510331,-0.00527664457755078,-0.283512972714831,0.379604950344165,0.035407874231227,-0.237715405036053,0.362536512431775,2952.283233,2033.479358,3481.194014
"Mount Cramer-Thompson Peak",0.43611959266971,0.179316460588682,0.256803132081027,0.607358321543368,0.304102361971904,0.303255959571463,0.107005042937587,-0.614876427965744,0.822636847171265,0.146697024488867,-0.593325710379571,0.834927956232154,2952.283233,1545.016487,3229.330121
"Salzburger Spitzl-Snowyside Peak",0.429062157365556,0.312691254769059,0.116370902596497,0.600480749076055,0.476412490192251,0.124068258883804,0.79267430030729,0.833897405279915,-0.228787183425071,0.804680963181439,0.85737822281642,-0.408374560942749,2862.423634,2033.479358,3498.274846
"Salzburger Spitzl-Thompson Peak",0.36692567127448,0.0970202520563781,0.269905419218102,0.536862653157094,0.176879600671934,0.359983052485161,0.181403834719978,-0.301230657516482,0.461978267239765,0.223771536276982,-0.267275216338815,0.471199891123971,2862.423634,1545.016487,3012.321523
"Snowyside Peak-Thompson Peak",0.436013813228278,0.346860618322968,0.0891531949053102,0.607255736973843,0.51506535064461,0.0921903863292327,0.641810148682585,0.421775002292491,0.163398748507669,0.666724512253379,0.472926452471023,0.0254318457693266,2033.479358,1545.016487,2569.384732
