x,,,,
Erigeron_compositus_14452,,,Erigeron_compositus,14452
Erigeron_compositus_13537,,,Erigeron_compositus,13537
Erigeron_compositus_14623,,,Erigeron_compositus,14623
Erigeron_compositus_14700,,,Erigeron_compositus,14700
Erigeron_compositus_14307,,,Erigeron_compositus,14307
Erigeron_compositus_14248,,,Erigeron_compositus,14248
Erigeron_compositus_14009,,,Erigeron_compositus,14009
Erigeron_compositus_14355,,,Erigeron_compositus,14355
Erigeron_evermannii_14363,,,Erigeron_evermannii,14363
Erigeron_evermannii_14224,,,Erigeron_evermannii,14224
Erigeron_evermannii_14340,,,Erigeron_evermannii,14340
Erigeron_evermannii_13578,,,Erigeron_evermannii,13578
Unknown_14667,,,Unknown,14667
Erigeron_grandiflorus_14600,,,Erigeron_grandiflorus,14600
Erigeron_asperugineus_14247,,,Erigeron_asperugineus,14247
Erigeron_grandiflorus_14310,,,Erigeron_grandiflorus,14310
Erigeron_grandiflorus_14012,,,Erigeron_grandiflorus,14012
Erigeron_lonchophyllus_14612,,,Erigeron_lonchophyllus,14612
Aster_alpinus_14609,,,Aster_alpinus,14609
Solidago_multiradiata_14595,,,Solidago_multiradiata,14595
Solidago_multiradiata_14124,,,Solidago_multiradiata,14124
Solidago_multiradiata_14419,,,Solidago_multiradiata,14419
Solidago_multiradiata_14653,,,Solidago_multiradiata,14653
Tonestus_lyallii_14622,,,Tonestus_lyallii,14622
Tonestus_lyallii_14362,,,Tonestus_lyallii,14362
Tonestus_lyallii_14308,,,Tonestus_lyallii,14308
Stenotus_acaulis_14666,,,Stenotus_acaulis,14666
Stenotus_acaulis_14704,,,Stenotus_acaulis,14704
Stenotus_acaulis_14278,,,Stenotus_acaulis,14278
Aster_foliaceus_var_apricus_14583,,,Aster_foliaceus_var_apricus,14583
Aster_foliaceus_var_apricus_14648,,,Aster_foliaceus_var_apricus,14648
Aster_occidentalis_var_occidentalis_14420,,,Aster_occidentalis_var_occidentalis,14420
Aster_foliaceus_var_apricus_14430,,,Aster_foliaceus_var_apricus,14430
Haplopappus_macronema_14342,,,Haplopappus_macronema,14342
Ericameria_discoidea_14315,,,Ericameria_discoidea,14315
Haplopappus_suffruticosus_14657,,,Haplopappus_suffruticosus,14657
Haplopappus_macronema_14626,,,Haplopappus_macronema,14626
Haplopappus_macronema_14274,,,Haplopappus_macronema,14274
