Accepted Name GenBank,Accepted Name GenBank MiSeq Data,MiSeq_Label_190402,PHLAWD,MiSeq Label 190117,MiSeq Accession Number,DNA accession Number,Extraction Date,Collection ,Date Collected,Locality,Summit,Range,Meadow,Occurrence,Elevation (ft),WGS N,WGS W,Herbarium,Barcode,Specimen_voucher,Collected_by,Collection_date,Country,Lat_Lon,Tissue_type
Castilleja_cusickii,Castilleja_cusickii,Castilleja_cusickii_14238,Castilleja_cusickii,Castilleja_cusickii_14238,14238,2014-238,7-Mar-14,Marx 2013-143,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169394,ID:169100,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Castilleja_cusickii,Castilleja_cusickii,Castilleja_cusickii_14368,Castilleja_cusickii,Castilleja_cusickii_14368,14368,2014-368,2-Jun-14,Marx 2013-198,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow below treeline,Salzburger Spitzl,Pioneer Mountians,1,1,9777,43.76392,-114.16531,ID,ID169711,ID:169387,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.76392 N 114.16531 W,Leaf
Castilleja_miniata,Castilleja_miniata,Castilleja_miniata_14289,Castilleja_miniata,Castilleja_miniata_14289,14289,2014-289,26-May-14,Marx 2013-057,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169691,ID:169374,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Castilleja_miniata,Castilleja_miniata,Castilleja_miniata_14369,Castilleja_miniata,Castilleja_miniata_14369,14369,2014-369,2-Jun-14,Marx 2013-199a,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839,ID,ID169727,ID:169391,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.76619 N 114.15839 W,Leaf
Castilleja_miniata,Castilleja_miniata,Castilleja_miniata_14586,Castilleja_miniata,Castilleja_miniata_14586,14586,2014-586,12-Jun-14,Marx 2013-285,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID169542,ID:169193,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Castilleja_rhexiifolia,Castilleja_rhexiifolia,Castilleja_rhexiifolia_14406,Castilleja_rhexiifolia,Castilleja_rhexiifolia_14406,14406,2014-406,6-Jun-14,Marx 2013-199b,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839,ID,ID169685,ID:169406,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.76619 N 114.15839 W,Leaf
Cerastium_arvense,Cerastium_arvense,Cerastium_arvense_14575,Cerastium_arvense,Cerastium_arvense_14575,14575,2014-575,12-Jun-14,Marx 2013-274,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID175616,ID:170347,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Cerastium_beeringianum,Cerastium_beeringianum,Cerastium_beeringianum_14451,Cerastium_beeringianum,Cerastium_beeringianum_14451,14451,2014-451,10-Jun-14,Marx 2013-249,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169699,ID:169408,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Cerastium_beeringianum,Cerastium_beeringianum,Cerastium_beeringianum_14628,Cerastium_beeringianum,Cerastium_beeringianum_14628,14628,2014-628,18-Jun-14,Marx 2013-327,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID175615,ID:170348,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Cerastium_beeringianum,Cerastium_beeringianum,Cerastium_beeringianum_14632,Cerastium_beeringianum,Cerastium_beeringianum_14632,14632,2014-632,18-Jun-14,Marx 2013-331,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID175630,ID:170351,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Cerastium_beeringianum,Cerastium_beeringianum,Cerastium_beeringianum_14687,Cerastium_beeringianum,Cerastium_beeringianum_14687,14687,2014-687,25-Jun-14,Marx 2013-390,14-Aug-13,"Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859,ID,ID169746,ID:169452,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10277 N 114.62859 W,Leaf
Chaenactis_douglasii_var_alpina,Chaenactis_douglasii_var_alpina,Chaenactis_douglasii_var_alpina_13553,,Chaenactis_alpina_13553,13553,2013-553,24-Dec-13,Marx 2012-018,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01,ID,ID169559,ID:169282,H.E. Marx,31-Jul-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14139 N 115.01 W,Leaf
Chaenactis_douglasii_var_alpina,Chaenactis_douglasii_var_alpina,Chaenactis_douglasii_var_alpina_13579,,Chaenactis_alpina_13579,13579,2013-579,30-Dec-13,Marx 2012-046,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681,ID,ID169479,ID:169181,H.E. Marx,10-Aug-12,"USA: Idaho, Sawtooth Mountains, Braxon Peak",44.09333 N 115.99681 W,Leaf
Chaenactis_douglasii_var_alpina,Chaenactis_douglasii_var_alpina,Chaenactis_douglasii_var_alpina_14297,,Chaenactis_alpina_14297,14297,2014-297,26-May-14,Marx 2013-066,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169625,ID:169332,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Chaenactis_douglasii_var_alpina,Chaenactis_douglasii_var_alpina,Chaenactis_douglasii_var_alpina_14337,,Chaenactis_alpina_14337,14337,2014-337,30-May-14,Marx 2013-106,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169457,ID:169147,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Chaenactis_douglasii_var_alpina,Chaenactis_douglasii_var_alpina,Chaenactis_douglasii_var_alpina_14283,,Chaenactis_alpina_14283,14283,2014-283,26-May-14,Marx 2013-189,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169437,ID:169116,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Chaenactis_douglasii_var_alpina,Chaenactis_douglasii_var_alpina,Chaenactis_douglasii_var_alpina_14433,,Chaenactis_alpina_14433,14433,2014-433,6-Jun-14,Marx 2013-230,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169693,ID:169394,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Chionophila_tweedyi,Chionophila_tweedyi,Chionophila_tweedyi_14013,Chionophila_tweedyi,Chionophila_tweedyi_14013,14013,2014-013,7-Jan-14,Clevenger 2012-004,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID169567,ID:169263,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Chionophila_tweedyi,Chionophila_tweedyi,Chionophila_tweedyi_14008,Chionophila_tweedyi,Chionophila_tweedyi_14008,14008,2014-008,7-Jan-14,Marx 2012-055,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681,ID,ID169481,ID:169179,H.E. Marx,10-Aug-12,"USA: Idaho, Sawtooth Mountains, Braxon Peak",44.09333 N 115.99681 W,Leaf
Chionophila_tweedyi,Chionophila_tweedyi,Chionophila_tweedyi_14294,Chionophila_tweedyi,Chionophila_tweedyi_14294,14294,2014-294,26-May-14,Marx 2013-062,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169673,ID:169378,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Cirsium_scariosum,Cirsium_scariosum,Cirsium_scariosum_14435,Cirsium_scariosum,Cirsium_scariosum_14435,14435,2014-435,6-Jun-14,Marx 2013-232,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169634,ID:169345,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Cirsium_inamoenum_var_inamoenum,Cirsium_inamoenum_var_inamoenum,Cirsium_inamoenum_var_inamoenum_14288,Cirsium_subniveum,Cirsium_subniveum_14288,14288,2014-288,26-May-14,Marx 2013-194,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169385,ID:169083,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Calyptridium_umbellatum,Calyptridium_umbellatum,Calyptridium_umbellatum_14434,Calyptridium_umbellatum,Cistanthe_umbellata_14434,14434,2014-434,6-Jun-14,Marx 2013-231,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169624,ID:169331,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Claytonia_megarhiza,Claytonia_megarhiza,Claytonia_megarhiza_14293,Claytonia_megarhiza,Claytonia_megarhiza_14293,14293,2014-293,26-May-14,Marx 2013-061,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169650,ID:169351,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Claytonia_megarhiza,Claytonia_megarhiza,Claytonia_megarhiza_14341,Claytonia_megarhiza,Claytonia_megarhiza_14341,14341,2014-341,2-Jun-14,Marx 2013-110,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169464,ID:169157,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Claytonia_megarhiza,Claytonia_megarhiza,Claytonia_megarhiza_14267,Claytonia_megarhiza,Claytonia_megarhiza_14267,14267,2014-267,19-May-14,Marx 2013-173,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169410,ID:169131,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Claytonia_megarhiza,Claytonia_megarhiza,Claytonia_megarhiza_14448,Claytonia_megarhiza,Claytonia_megarhiza_14448,14448,2014-448,10-Jun-14,Marx 2013-246,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169639,ID:169342,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Claytonia_megarhiza,Claytonia_megarhiza,Claytonia_megarhiza_14614,Claytonia_megarhiza,Claytonia_megarhiza_14614,14614,2014-614,18-Jun-14,Marx 2013-313,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169518,ID:169234,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Claytonia_megarhiza,Claytonia_megarhiza,Claytonia_megarhiza_14034,Claytonia_megarhiza,Claytonia_megarhiza_var_bellidifolia_14034,14034,2014-034,15-Jan-14,Clevenger 2012-027,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID169583,ID:169261,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Claytonia_megarhiza,Claytonia_megarhiza,Claytonia_megarhiza_14001,Claytonia_megarhiza,Claytonia_megarhiza_var_bellidifolia_14001,14001,2014-001,7-Jan-14,Marx 2012-048,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681,ID,ID169483,ID:169185,H.E. Marx,10-Aug-12,"USA: Idaho, Sawtooth Mountains, Braxon Peak",44.09333 N 115.99681 W,Leaf
Collomia_debilis,Collomia_debilis,Collomia_debilis_14336,Collomia_debilis,Collomia_debilis_14336,14336,2014-336,30-May-14,Marx 2013-105,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169442,ID:169137,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Collomia_debilis,Collomia_debilis,Collomia_debilis_14680,Collomia_debilis,Collomia_debilis_14680,14680,2014-680,25-Jun-14,Marx 2013-382,14-Aug-13,"Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859,ID,ID169733,ID:169445,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10277 N 114.62859 W,Leaf
Askellia_pygmaea,Askellia_pygmaea,Askellia_pygmaea_14699,Crepis_nana,Crepis_nana_14699,14699,2014-699,30-Jun-14,Marx 2013-402,14-Aug-13,"Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859,ID,ID169730,ID:169436,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10277 N 114.62859 W,Leaf
Cryptogramma_crispa,,Cryptogramma_crispa_NA,Cryptogramma_crispa,Cryptogramma_crispa_14298,NA,2014-298,26-May-14,Marx 2013-067,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169641,ID:169334,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Cryptogramma_crispa,,Cryptogramma_crispa_NA,Cryptogramma_crispa,Cryptogramma_crispa_14333,NA,2014-333,30-May-14,Marx 2013-102,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169449,ID:169160,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Cryptogramma_crispa,,Cryptogramma_crispa_NA,Cryptogramma_crispa,Cryptogramma_crispa_14429,NA,2014-429,6-Jun-14,Marx 2013-225,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169703,ID:169412,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Cryptogramma_crispa,,Cryptogramma_crispa_NA,Cryptogramma_crispa,Cryptogramma_crispa_14221,NA,2014-221,20-Feb-14,Zion  2012-023,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID169603,ID:169298,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Cystopteris_fragilis,,Cystopteris_fragilis_NA,Cystopteris_fragilis,Cystopteris_fragilis_14260,NA,2014-260,19-May-14,Marx 2013-166,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169423,ID:169120,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Cystopteris_fragilis,,Cystopteris_fragilis_NA,Cystopteris_fragilis,Cystopteris_fragilis_14588,NA,2014-588,12-Jun-14,Marx 2013-287,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID169524,ID:169208,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Cystopteris_fragilis,,Cystopteris_fragilis_NA,Cystopteris_fragilis,Cystopteris_fragilis_14220,NA,2014-220,20-Feb-14,Zion  2012-022,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID169602,ID:169307,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Dasiphora_fruticosa,Dasiphora_fruticosa,Dasiphora_fruticosa_14415,Dasiphora_fruticosa,Dasiphora_fruticosa_14415,14415,2014-415,6-Jun-14,Marx 2013-209,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839,ID,ID169613,ID:169323,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.76619 N 114.15839 W,Leaf
Deschampsia_cespitosa,Deschampsia_cespitosa,Deschampsia_cespitosa_14407,Deschampsia_cespitosa,Deschampsia_cespitosa_subsp_cespitosa_14407,14407,2014-407,6-Jun-14,Marx 2013-201,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839,ID,ID179639,ID:174250,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.76619 N 114.15839 W,Leaf
Deschampsia_cespitosa_ssp_cespitosa,Deschampsia_cespitosa_ssp_cespitosa,Deschampsia_cespitosa_ssp_cespitosa_14585,Deschampsia_cespitosa,Deschampsia_cespitosa_subsp_cespitosa_14585,14585,2014-585,12-Jun-14,Marx 2013-284,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID179633,ID:174263,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Deschampsia_cespitosa,Deschampsia_cespitosa,Deschampsia_cespitosa_14662,Deschampsia_cespitosa,Deschampsia_cespitosa_subsp_cespitosa_14662,14662,2014-662,24-Jun-14,Marx 2013-363,14-Aug-13,Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886,ID,ID179605,ID:174237,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10969 N 114.63886 W,Leaf
Draba_crassifolia,Draba_crassifolia,Draba_cf_crassifolia_13569,Draba_crassifolia,Draba_cf_crassifolia_13569,13569,2013-569,30-Dec-13,Marx 2012-036,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681,ID,ID169472,ID:169175,H.E. Marx,10-Aug-12,"USA: Idaho, Sawtooth Mountains, Braxon Peak",44.09333 N 115.99681 W,Leaf
Draba_crassifolia,Draba_crassifolia,Draba_cf_crassifolia_14218,Draba_crassifolia,Draba_cf_crassifolia_14218,14218,2014-218,20-Feb-14,Zion  2012-020,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID169629,ID:169318,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Draba_densifolia,Draba_densifolia,Draba_cf_crassifolia_14241,Draba_densifolia,Draba_cf_densifolia_14241,14241,2014-241,7-Mar-14,Marx 2013-146,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169398,ID:169094,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Draba_densifolia,Draba_densifolia,Draba_cf_crassifolia_14605,Draba_densifolia,Draba_cf_densifolia_14605,14605,2014-605,18-Jun-14,Marx 2013-304,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169514,ID:169239,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Draba_lonchocarpa,Draba_lonchocarpa,Draba_cf_lonchocarpa_14268,Draba_lonchocarpa,Draba_cf_lonchocarpa_14268,14268,2014-268,19-May-14,Marx 2013-174,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169415,ID:169109,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Draba_oreibata,Draba_oreibata,Draba_cf_oreibata_14404,,Draba_cf_oreibata_14404,14404,2014-404,6-Jun-14,Marx 2013-136,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169441,ID:169138,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Draba_stenoloba,,Draba_cf_stenoloba_NA,Draba_stenoloba,NA,NA,,,Marx 2013-197,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169422,ID:169121,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Draba_lonchocarpa,Draba_lonchocarpa,Draba_lonchocarpa_14455,,Arabis_sp_14455,14455,2014-455,10-Jun-14,Marx 2013-253,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169695,ID:169396,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Draba_lonchocarpa,Draba_lonchocarpa,Draba_lonchocarpa_14610,Draba_lonchocarpa,Draba_lonchocarpa_14610,14610,2014-610,18-Jun-14,Marx 2013-309,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169529,ID:169249,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
