Accepted Name GenBank,Accepted Name GenBank MiSeq Data,MiSeq_Label_190402,PHLAWD,MiSeq Label 190117,MiSeq Accession Number,DNA accession Number,Extraction Date,Collection ,Date Collected,Locality,Summit,Range,Meadow,Occurrence,Elevation (ft),WGS N,WGS W,Herbarium,Barcode,Specimen_voucher,Collected_by,Collection_date,Country,Lat_Lon,Tissue_type
Picea_engelmannii,Picea_engelmannii,Picea_engelmannii_13571,Picea_engelmannii,Picea_engelmannii_13571,13571,2013-571,30-Dec-13,Marx 2012-038,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681,ID,ID169469,ID:169170,H.E. Marx,10-Aug-12,"USA: Idaho, Sawtooth Mountains, Braxon Peak",44.09333 N 115.99681 W,Leaf
Pinus_albicaulis,Pinus_albicaulis,Pinus_albicaulis_14030,Pinus_albicaulis,Pinus_albicaulis_14030,14030,2014-030,15-Jan-14,Clevenger 2012-023,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID169584,ID:169266,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Pinus_albicaulis,Pinus_albicaulis,Pinus_albicaulis_13573,Pinus_albicaulis,Pinus_albicaulis_13573,13573,2013-573,30-Dec-13,Marx 2012-040,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681,ID,ID169486,ID:169188,H.E. Marx,10-Aug-12,"USA: Idaho, Sawtooth Mountains, Braxon Peak",44.09333 N 115.99681 W,Leaf
Pinus_albicaulis,,Pinus_albicaulis_NA,Pinus_albicaulis,NA,NA,,,Marx 2013-121,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169451,ID:169162,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Pinus_albicaulis,Pinus_albicaulis,Pinus_albicaulis_14231,Pinus_albicaulis,Pinus_albicaulis_14231,14231,2014-231,20-Feb-14,Zion  2012-033,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID169615,ID:169313,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Poa_fendleriana_ssp_fendleriana,Poa_fendleriana_ssp_fendleriana,Poa_fendleriana_ssp_fendleriana_14367,Poa_fendleriana,Poa_fendleriana_subsp_fendleriana_14367,14367,2014-367,2-Jun-14,Marx 2013-141,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID179627,ID:174253,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Poa_fendleriana_ssp_fendleriana,Poa_fendleriana_ssp_fendleriana,Poa_fendleriana_ssp_fendleriana_14282,Poa_fendleriana,Poa_fendleriana_subsp_fendleriana_14282,14282,2014-282,26-May-14,Marx 2013-188,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID179581,ID:174225,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Poa_fendleriana_ssp_fendleriana,Poa_fendleriana_ssp_fendleriana,Poa_fendleriana_ssp_fendleriana_14132,Poa_fendleriana,Poa_fendleriana_subsp_fendleriana_14132,14132,2014-132,10-Feb-14,Zion  2012-010,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID179616,ID:174267,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Poa_secunda,,Poa_secunda_NA,Poa_secunda,NA,NA,,,Clevenger 2012-011,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID179595,ID:174205,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Poa_secunda,Poa_secunda,Poa_secunda_13568,Poa_secunda,Poa_secunda_13568,13568,2013-568,30-Dec-13,Marx 2012-035,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681,ID,ID179629,ID:174259,H.E. Marx,10-Aug-12,"USA: Idaho, Sawtooth Mountains, Braxon Peak",44.09333 N 115.99681 W,Leaf
Poa_secunda,Poa_secunda,Poa_secunda_14007,Poa_secunda,Poa_secunda_14007,14007,2014-007,7-Jan-14,Marx 2012-054,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681,ID,ID179626,ID:174254,H.E. Marx,10-Aug-12,"USA: Idaho, Sawtooth Mountains, Braxon Peak",44.09333 N 115.99681 W,Leaf
Poa_secunda,Poa_secunda,Poa_secunda_14357,Poa_secunda,Poa_secunda_14357,14357,2014-357,2-Jun-14,Marx 2013-128,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Snowyside Peak: collected on summit,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID179576,ID:174213,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Poa_secunda,Poa_secunda,Poa_secunda_14281,Poa_secunda,Poa_secunda_14281,14281,2014-281,26-May-14,Marx 2013-187,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID179686,ID:174327,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Poa_secunda,,Poa_secunda_NA,Poa_secunda,NA,NA,,,Marx 2013-237,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID179573,ID:174216,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Poa_secunda,Poa_secunda,Poa_secunda_14462,Poa_secunda,Poa_secunda_14462,14462,2014-462,10-Jun-14,Marx 2013-261,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID179609,ID:174241,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Poa_secunda,Poa_secunda,Poa_secunda_14642,Poa_secunda,Poa_secunda_14642,14642,2014-642,24-Jun-14,Marx 2013-342,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID179584,ID:174222,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Poa_secunda,Poa_secunda,Poa_secunda_14643,Poa_secunda,Poa_secunda_14643,14643,2014-643,24-Jun-14,Marx 2013-343,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID179687,ID:174326,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Poa_secunda,Poa_secunda,Poa_secunda_14674,Poa_secunda,Poa_secunda_14674,14674,2014-674,25-Jun-14,Marx 2013-376,14-Aug-13,"Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859,ID,ID179689,ID:174324,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10277 N 114.62859 W,Leaf
Polemonium_viscosum,Polemonium_viscosum,Polemonium_viscosum_13554,Polemonium_viscosum,Polemonium_viscosum_13554,13554,2013-554,24-Dec-13,Marx 2012-019,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01,ID,id169574,ID:169284,H.E. Marx,31-Jul-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14139 N 115.01 W,Leaf
Polemonium_viscosum,Polemonium_viscosum,Polemonium_viscosum_14353,Polemonium_viscosum,Polemonium_viscosum_14353,14353,2014-353,2-Jun-14,Marx 2013-123,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Snowyside Peak: collected on summit,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169443,ID:169167,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Polemonium_viscosum,Polemonium_viscosum,Polemonium_viscosum_14271,Polemonium_viscosum,Polemonium_viscosum_14271,14271,2014-271,19-May-14,Marx 2013-177,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169407,ID:169127,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Polemonium_viscosum,Polemonium_viscosum,Polemonium_viscosum_14467,Polemonium_viscosum,Polemonium_viscosum_14467,14467,2014-467,10-Jun-14,Marx 2013-266,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169648,ID:169353,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Polemonium_viscosum,Polemonium_viscosum,Polemonium_viscosum_14633,Polemonium_viscosum,Polemonium_viscosum_14633,14633,2014-633,18-Jun-14,Marx 2013-332,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169508,ID:169231,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Polemonium_viscosum,Polemonium_viscosum,Polemonium_viscosum_14698,Polemonium_viscosum,Polemonium_viscosum_14698,14698,2014-698,30-Jun-14,Marx 2013-401,14-Aug-13,"Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859,ID,ID169758,ID:169462,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10277 N 114.62859 W,Leaf
Bistorta_vivipara,Bistorta_vivipara,Bistorta_vivipara_14573,,Polygonum_viviparum_14573,14573,2014-573,12-Jun-14,Marx 2013-272,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID169493,ID:169212,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Potentilla_brevifolia,Potentilla_brevifolia,Potentilla_brevifolia_14015,Potentilla_brevifolia,Potentilla_brevifolia_14015,14015,2014-015,7-Jan-14,Clevenger 2012-006,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID169581,ID:169257,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Potentilla_brevifolia,Potentilla_brevifolia,Potentilla_brevifolia_14328,Potentilla_brevifolia,Potentilla_brevifolia_14328,14328,2014-328,30-May-14,Marx 2013-097,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169656,ID:169343,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Drymocallis_glandulosa,Drymocallis_glandulosa,Drymocallis_glandulosa_14314,Drymocallis_glandulosa,Drymocallis_glandulosa_14314,14314,2014-314,30-May-14,Marx 2013-083,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169680,ID:169348,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Drymocallis_glandulosa,Drymocallis_glandulosa,Drymocallis_glandulosa_14405,Drymocallis_glandulosa,Drymocallis_glandulosa_14405,14405,2014-405,6-Jun-14,Marx 2013-138,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169432,ID:169134,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Drymocallis_glandulosa,Drymocallis_glandulosa,Drymocallis_glandulosa_14255,Drymocallis_glandulosa,Drymocallis_glandulosa_14255,14255,2014-255,7-Mar-14,Marx 2013-161,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169400,ID:169108,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Drymocallis_glandulosa,Drymocallis_glandulosa,Drymocallis_glandulosa_14442,Drymocallis_glandulosa,Drymocallis_glandulosa_14442,14442,2014-442,10-Jun-14,Marx 2013-240,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169712,ID:169384,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Drymocallis_glandulosa,Drymocallis_glandulosa,Drymocallis_glandulosa_14634,Drymocallis_glandulosa,Drymocallis_glandulosa_14634,14634,2014-634,24-Jun-14,Marx 2013-333,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169506,ID:169229,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Drymocallis_glandulosa,Drymocallis_glandulosa,Drymocallis_glandulosa_14230,,Drymocallis_glandulosa_14230,14230,2014-230,20-Feb-14,Zion  2012-032,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID169605,ID:169300,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Potentilla_glaucophylla_var_glaucophylla,,Potentilla_glaucophylla_var_glaucophylla_NA,Potentilla_glaucophylla,Potentilla_glaucophylla_var_glaucophylla_13561,NA,2013-561,30-Dec-13,Marx 2012-028,31-Jul-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14139,-115.01358,ID,ID169550,ID:169273,H.E. Marx,31-Jul-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14139 N 115.01358 W,Leaf
Drymocallis_pseudorupestris_var_pseudorupestris,Drymocallis_pseudorupestris_var_pseudorupestris,Drymocallis_pseudorupestris_var_pseudorupestris_14426,Potentilla_glaucophylla,Potentilla_glaucophylla_var_glaucophylla_14426,14426,2014-426,6-Jun-14,Marx 2013-222,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169688,ID:169401,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Drymocallis_lactea,Drymocallis_lactea,Drymocallis_lactea_14572,Potentilla_glaucophylla,Potentilla_glaucophylla_var_glaucophylla_14572,14572,2014-572,12-Jun-14,Marx 2013-271,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID169531,ID:169242,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Potentilla_glaucophylla_var_glaucophylla,Potentilla_glaucophylla_var_glaucophylla,Potentilla_glaucophylla_var_glaucophylla_14593,Potentilla_glaucophylla,Potentilla_glaucophylla_var_glaucophylla_14593,14593,2014-593,12-Jun-14,Marx 2013-292,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID169538,ID:169202,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Potentilla_glaucophylla_var_glaucophylla,Potentilla_glaucophylla_var_glaucophylla,Potentilla_glaucophylla_var_glaucophylla_14651,,Sibbaldia_sp_14651,14651,2014-651,24-Jun-14,Marx 2013-352,14-Aug-13,Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886,ID,ID169770,ID:169474,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10969 N 114.63886 W,Leaf
Ranunculus_eschscholtzii,Ranunculus_eschscholtzii,Ranunculus_eschscholtzii_14239,Ranunculus_eschscholtzii,Ranunculus_eschscholtzii_14239,14239,2014-239,7-Mar-14,Marx 2013-144,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169401,ID:169107,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Ranunculus_eschscholtzii,Ranunculus_eschscholtzii,Ranunculus_eschscholtzii_14027,Ranunculus_eschscholtzii,Ranunculus_eschscholtzii_var_eschscholtzii_14027,14027,2014-027,15-Jan-14,Clevenger 2012-020,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID169591,ID:169292,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Ribes_lacustre,Ribes_lacustre,Ribes_lacustre_14002,Ribes_lacustre,Ribes_lacustre_14002,14002,2014-002,7-Jan-14,Marx 2012-049,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681,ID,ID169471,ID:169176,H.E. Marx,10-Aug-12,"USA: Idaho, Sawtooth Mountains, Braxon Peak",44.09333 N 115.99681 W,Leaf
Ribes_lacustre,Ribes_lacustre,Ribes_lacustre_14259,Ribes_lacustre,Ribes_lacustre_14259,14259,2014-259,19-May-14,Marx 2013-165,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169414,ID:169098,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Ribes_lacustre,Ribes_lacustre,Ribes_lacustre_14436,Ribes_lacustre,Ribes_lacustre_14436,14436,2014-436,10-Jun-14,Marx 2013-233,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169714,ID:169386,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Ribes_lacustre,Ribes_lacustre,Ribes_lacustre_14618,Ribes_lacustre,Ribes_lacustre_14618,14618,2014-618,18-Jun-14,Marx 2013-317,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169526,ID:169246,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Salix_arctica,Salix_arctica,Salix_arctica_14421,Salix_arctica,Salix_arctica_14421,14421,2014-421,6-Jun-14,Marx 2013-215,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839,ID,ID169697,ID:169398,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.76619 N 114.15839 W,Leaf
Salix_arctica,Salix_arctica,Salix_arctica_14578,Salix_arctica,Salix_arctica_14578,14578,2014-578,12-Jun-14,Marx 2013-277,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID169498,ID:169217,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Salix_nivalis,Salix_nivalis,Salix_nivalis_14660,Salix_nivalis,Salix_nivalis_14660,14660,2014-660,24-Jun-14,Marx 2013-361,14-Aug-13,Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886,ID,ID169763,ID:169449,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10969 N 114.63886 W,Leaf
Saxifraga_bronchialis,Saxifraga_bronchialis,Saxifraga_bronchialis_14006,Saxifraga_bronchialis,Saxifraga_bronchialis_14006,14006,2014-006,7-Jan-14,Marx 2012-053,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681,ID,ID169467,ID:169172,H.E. Marx,10-Aug-12,"USA: Idaho, Sawtooth Mountains, Braxon Peak",44.09333 N 115.99681 W,Leaf
Micranthes_ferruginea,,Micranthes_ferruginea_NA,Micranthes_ferruginea,Saxifraga_ferruginea_14270,NA,2014-270,19-May-14,Marx 2013-176,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169438,ID:169115,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Saxifraga_mertensiana,Saxifraga_mertensiana,Saxifraga_mertensiana_14424,Saxifraga_mertensiana,Saxifraga_mertensiana_14424,14424,2014-424,6-Jun-14,Marx 2013-218,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839,ID,ID169664,ID:169362,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.76619 N 114.15839 W,Leaf
Saxifraga_mertensiana,Saxifraga_mertensiana,Saxifraga_mertensiana_14570,Saxifraga_mertensiana,Saxifraga_mertensiana_14570,14570,2014-570,12-Jun-14,Marx 2013-269,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID169497,ID:169218,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Saxifraga_oppositifolia,Saxifraga_oppositifolia,Saxifraga_oppositifolia_14708,Saxifraga_oppositifolia,Saxifraga_oppositifolia_14708,14708,2014-708,30-Jun-14,Marx 2013-411,14-Aug-13,"Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859,ID,ID169755,ID:169459,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10277 N 114.62859 W,Leaf
Sedum_debile,Sedum_debile,Sedum_debile_14272,,Sedum_debile_14272,14272,2014-272,19-May-14,Marx 2013-178,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169404,ID:169090,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
