Annotated_Name,Annotated_Tip,Tip Label 190117,Tip Label 161228,Tip Label 160511,Species ,MiSeq ,PHLAWD,DNA log Species Name,DNA accession #,Tube ,Extraction Date,Collection ,Date Collected,Locality,Summit,Range,Meadow,Occurrence,Elevation (ft),WGS N,WGS W
Poa_secunda,Poa_secunda,Poa_secunda_14357,Poa_secunda_14357,unknown_14357,unknown,14357,Poa_secunda,Unknown,2014-357,14357,2-Jun-14,Marx 2013-128,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Snowyside Peak: collected on summit,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Poa_secunda,Poa_secunda,Poa_secunda_14281,Poa_secunda_14281,Unknown_14281,Unknown,14281,Poa_secunda,Unknown,2014-281,14281,26-May-14,Marx 2013-187,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Poa_secunda,NA,NA,NA,NA,,,Poa_secunda,,,,,Marx 2013-237,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Poa_secunda,Poa_secunda,Poa_secunda_14462,Poa_secunda_14462,Unknown_14462,Unknown,14462,Poa_secunda,Unknown,2014-462,14462,10-Jun-14,Marx 2013-261,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Poa_secunda,Poa_secunda,Poa_secunda_14642,Poa_secunda_14642,Unknown_14642,Unknown,14642,Poa_secunda,Unknown,2014-642,14642,24-Jun-14,Marx 2013-342,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Poa_secunda,Poa_secunda,Poa_secunda_14643,Poa_secunda_14643,Unknown_14643,Unknown,14643,Poa_secunda,Unknown,2014-643,14643,24-Jun-14,Marx 2013-343,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Poa_secunda,Poa_secunda,Poa_secunda_14674,Poa_secunda_14674,Unknown_14674,Unknown,14674,Poa_secunda,Unknown,2014-674,14674,25-Jun-14,Marx 2013-376,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Polemonium_viscosum,Polemonium_viscosum,Polemonium_viscosum_13554,Polemonium_viscosum_13554,Polemonium_viscosum_13554,Polemonium_viscosum,13554,Polemonium_viscosum,Polemonium viscosum,2013-554,13554,24-Dec-13,Marx 2012-019,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01
Polemonium_viscosum,Polemonium_viscosum,Polemonium_viscosum_14353,Polemonium_viscosum_14353,Polemonium_viscosum_14353,Polemonium_viscosum,14353,Polemonium_viscosum,Polemonium viscosum,2014-353,14353,2-Jun-14,Marx 2013-123,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Snowyside Peak: collected on summit,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Polemonium_viscosum,Polemonium_viscosum,Polemonium_viscosum_14271,Polemonium_viscosum_14271,Polemonium_viscosum_14271,Polemonium_viscosum,14271,Polemonium_viscosum,Polemonium viscosum,2014-271,14271,19-May-14,Marx 2013-177,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Polemonium_viscosum,Polemonium_viscosum,Polemonium_viscosum_14467,Polemonium_viscosum_14467,Polemonium_viscosum_14467,Polemonium_viscosum,14467,Polemonium_viscosum,Polemonium viscosum,2014-467,14467,10-Jun-14,Marx 2013-266,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Polemonium_viscosum,Polemonium_viscosum,Polemonium_viscosum_14633,Polemonium_viscosum_14633,Polemonium_viscosum_14633,Polemonium_viscosum,14633,Polemonium_viscosum,Polemonium viscosum,2014-633,14633,18-Jun-14,Marx 2013-332,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Polemonium_viscosum,Polemonium_viscosum,Polemonium_viscosum_14698,Polemonium_viscosum_14698,Polemonium_viscosum_14698,Polemonium_viscosum,14698,Polemonium_viscosum,Polemonium viscosum,2014-698,14698,30-Jun-14,Marx 2013-401,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Polygonum_viviparum,Polygonum_viviparum,Polygonum_viviparum_14573,Polygonum_viviparum_14573,Polygonum_viviparum_14573,Polygonum_viviparum,14573,,Polygonum viviparum_,2014-573,14573,12-Jun-14,Marx 2013-272,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Potentilla_brevifolia,Potentilla_brevifolia,Potentilla_brevifolia_14015,Potentilla_brevifolia_14015,Potentilla_brevifolia_14015,Potentilla_brevifolia,14015,Potentilla_brevifolia,Potentilla brevifolia,2014-015,14015,7-Jan-14,Clevenger 2012-006,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Potentilla_brevifolia,Potentilla_brevifolia,Potentilla_brevifolia_14328,Potentilla_brevifolia_14328,Potentilla_brevifolia_14328,Potentilla_brevifolia,14328,Potentilla_brevifolia,Potentilla brevifolia,2014-328,14328,30-May-14,Marx 2013-097,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Drymocallis_glandulosa,Drymocallis_glandulosa,Drymocallis_glandulosa_14314,Potentilla_glandulosa_14314,Potentilla_glandulosa_14314,Potentilla_glandulosa,14314,Drymocallis_glandulosa,Potentilla glandulosa_,2014-314,14314,30-May-14,Marx 2013-083,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Drymocallis_glandulosa,Drymocallis_glandulosa,Drymocallis_glandulosa_14405,Potentilla_glandulosa_14405,Potentilla_glandulosa_14405,Potentilla_glandulosa,14405,Drymocallis_glandulosa,Potentilla glandulosa_,2014-405,14405,6-Jun-14,Marx 2013-138,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Drymocallis_glandulosa,Drymocallis_glandulosa,Drymocallis_glandulosa_14255,Potentilla_glandulosa_14255,Potentilla_glandulosa_14255,Potentilla_glandulosa,14255,Drymocallis_glandulosa,Potentilla glandulosa_,2014-255,14255,7-Mar-14,Marx 2013-161,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Drymocallis_glandulosa,Drymocallis_glandulosa,Drymocallis_glandulosa_14442,Potentilla_glandulosa_14442,Potentilla_glandulosa_14442,Potentilla_glandulosa,14442,Drymocallis_glandulosa,Potentilla glandulosa_,2014-442,14442,10-Jun-14,Marx 2013-240,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Drymocallis_glandulosa,Drymocallis_glandulosa,Drymocallis_glandulosa_14634,Potentilla_glandulosa_14634,Potentilla_glandulosa_14634,Potentilla_glandulosa,14634,Drymocallis_glandulosa,Potentilla glandulosa_,2014-634,14634,24-Jun-14,Marx 2013-333,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Drymocallis_glandulosa,Drymocallis_glandulosa,Drymocallis_glandulosa_14230,Sibbaldia_sp_14230,Potentilla_glandulosa_var_glandulosa_14230,Potentilla_glandulosa_var_glandulosa,14230,,Potentilla glandulosa var. glandulosa ,2014-230,14230,20-Feb-14,Zion  2012-032,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Potentilla_glaucophylla_var_glaucophylla,NA,NA,NA,NA,,NA,Potentilla_glaucophylla,Potentilla glaucophylla_var._glaucophylla,2015-002,15002,26-Sep-14,Marx 2012-028,REXTRACTION,,Thompson Peak,Sawtooth Mountains,1,1,10105,44.14139,-115.01358
Potentilla_glaucophylla_var_glaucophylla,NA,Potentilla_glaucophylla_var_glaucophylla_13561,NA,Potentilla_glaucophylla_var_glaucophylla_13561,,,Potentilla_glaucophylla,Potentilla glaucophylla_var._glaucophylla,2013-561,13561,30-Dec-13,Marx 2012-028,31-Jul-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14139,-115.01358
Potentilla_glaucophylla_var_glaucophylla,Potentilla_glaucophylla_var_glaucophylla,Potentilla_glaucophylla_var_glaucophylla_14426,Potentilla_glaucophylla_var_glaucophylla_14426,Potentilla_glaucophylla_var_glaucophylla_14426,Potentilla_glaucophylla_var_glaucophylla,14426,Potentilla_glaucophylla,Potentilla glaucophylla_var._glaucophylla,2014-426,14426,6-Jun-14,Marx 2013-222,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Potentilla_glaucophylla_var_glaucophylla,Potentilla_glaucophylla_var_glaucophylla,Potentilla_glaucophylla_var_glaucophylla_14572,Potentilla_glaucophylla_var_glaucophylla_14572,Potentilla_glaucophylla_var_glaucophylla_14572,Potentilla_glaucophylla_var_glaucophylla,14572,Potentilla_glaucophylla,Potentilla glaucophylla_var._glaucophylla,2014-572,14572,12-Jun-14,Marx 2013-271,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Potentilla_glaucophylla_var_glaucophylla,Potentilla_glaucophylla_var_glaucophylla,Potentilla_glaucophylla_var_glaucophylla_14593,Potentilla_glaucophylla_var_glaucophylla_14593,Potentilla_glaucophylla_var_glaucophylla_14593,Potentilla_glaucophylla_var_glaucophylla,14593,Potentilla_glaucophylla,Potentilla glaucophylla_var._glaucophylla,2014-593,14593,12-Jun-14,Marx 2013-292,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Potentilla_glaucophylla_var_glaucophylla,NA,NA,NA,NA,,NA,Potentilla_glaucophylla,Potentilla glaucophylla_var._glaucophylla,2015-005,15005,26-Sep-14,Marx 2013-292,REXTRACTION,,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Potentilla_glaucophylla_var_glaucophylla,NA,NA,NA,NA,,NA,Potentilla_glaucophylla,Potentilla glaucophylla_var._glaucophylla,2015-006,15006,26-Sep-14,Marx 2013-352,REXTRACTION,,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Potentilla_glaucophylla_var_glaucophylla,Sibbaldia_sp,Sibbaldia_sp_14651,Sibbaldia_sp_14651,Potentilla_glaucophylla_var_glaucophylla_14651,Potentilla_glaucophylla_var_glaucophylla,14651,,Potentilla glaucophylla_var._glaucophylla,2014-651,14651,24-Jun-14,Marx 2013-352,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Ranunculus_eschscholtzii,Ranunculus_eschscholtzii,Ranunculus_eschscholtzii_14239,Ranunculus_eschscholtzii_14239,Ranunculus_eschscholtzii_14239,Ranunculus_eschscholtzii,14239,Ranunculus_eschscholtzii,Ranunculus eschscholtzii,2014-239,14239,7-Mar-14,Marx 2013-144,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Ranunculus_eschscholtzii_var_eschscholtzii,Ranunculus_eschscholtzii_var_eschscholtzii,Ranunculus_eschscholtzii_var_eschscholtzii_14027,Ranunculus_eschscholtzii_var_eschscholtzii_14027,Ranunculus_eschscholtzii_var_eschscholtzii_14027,Ranunculus_eschscholtzii_var_eschscholtzii,14027,Ranunculus_eschscholtzii,Ranunculus eschscholtzii var. eschscholtzii,2014-027,14027,15-Jan-14,Clevenger 2012-020,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Ribes_lacustre,Ribes_lacustre,Ribes_lacustre_14002,Ribes_lacustre_14002,Ribes_lacustre_14002,Ribes_lacustre,14002,Ribes_lacustre,Ribes lacustre,2014-002,14002,7-Jan-14,Marx 2012-049,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Ribes_lacustre,Ribes_lacustre,Ribes_lacustre_14259,Ribes_lacustre_14259,Ribes_lacustre_14259,Ribes_lacustre,14259,Ribes_lacustre,Ribes lacustre,2014-259,14259,19-May-14,Marx 2013-165,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Ribes_lacustre,Ribes_lacustre,Ribes_lacustre_14436,Ribes_lacustre_14436,Ribes_lacustre_14436,Ribes_lacustre,14436,Ribes_lacustre,Ribes lacustre,2014-436,14436,10-Jun-14,Marx 2013-233,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Ribes_lacustre,Ribes_lacustre,Ribes_lacustre_14618,Ribes_lacustre_14618,Ribes_lacustre_14618,Ribes_lacustre,14618,Ribes_lacustre,Ribes lacustre,2014-618,14618,18-Jun-14,Marx 2013-317,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Salix_arctica,Salix_arctica,Salix_arctica_14421,Salix_arctica_14421,Salix_arctica_14421,Salix_arctica,14421,Salix_arctica,Salix arctica,2014-421,14421,6-Jun-14,Marx 2013-215,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839
Salix_arctica,Salix_arctica,Salix_arctica_14578,Salix_arctica_14578,Salix_arctica_14578,Salix_arctica,14578,Salix_arctica,Salix arctica,2014-578,14578,12-Jun-14,Marx 2013-277,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Salix_nivalis,Salix_nivalis,Salix_nivalis_14660,Salix_nivalis_14660,Salix_nivalis_14660,Salix_nivalis,14660,Salix_nivalis,Salix nivalis,2014-660,14660,24-Jun-14,Marx 2013-361,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Saxifraga_bronchialis,Saxifraga_bronchialis,Saxifraga_bronchialis_14006,Saxifraga_bronchialis_14006,Saxifraga_bronchialis_14006,Saxifraga_bronchialis,14006,Saxifraga_bronchialis,Saxifraga bronchialis ,2014-006,14006,7-Jan-14,Marx 2012-053,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Saxifraga_ferruginea,NA,Saxifraga_ferruginea_14270,NA,Saxifraga_ferruginea_14270,,,Micranthes_ferruginea,Saxifraga ferruginea,2014-270,14270,19-May-14,Marx 2013-176,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Saxifraga_mertensiana,Saxifraga_mertensiana,Saxifraga_mertensiana_14424,Saxifraga_mertensiana_14424,Saxifraga_mertensiana_14424,Saxifraga_mertensiana,14424,Saxifraga_mertensiana,Saxifraga mertensiana,2014-424,14424,6-Jun-14,Marx 2013-218,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839
Saxifraga_mertensiana,Saxifraga_mertensiana,Saxifraga_mertensiana_14570,Saxifraga_mertensiana_14570,Saxifraga_mertensiana_14570,Saxifraga_mertensiana,14570,Saxifraga_mertensiana,Saxifraga mertensiana,2014-570,14570,12-Jun-14,Marx 2013-269,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Saxifraga_oppositifolia,Saxifraga_oppositifolia,Saxifraga_oppositifolia_14708,Saxifraga_oppositifolia_14708,Saxifraga_oppositifolia_14708,Saxifraga_oppositifolia,14708,Saxifraga_oppositifolia,Saxifraga oppositifolia,2014-708,14708,30-Jun-14,Marx 2013-411,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Sedum_debile,Sedum_debile,Sedum_debile_14272,Sedum_debile_14272,Sedum_debile_14272,Sedum_debile,14272,,Sedum debile,2014-272,14272,19-May-14,Marx 2013-178,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Sedum_debile,Sedum_debile,Sedum_debile_14656,Sedum_debile_14656,Sedum_debile_14656,Sedum_debile,14656,,Sedum debile,2014-656,14656,24-Jun-14,Marx 2013-357,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum_13539,Sedum_lanceolatum_var_lanceolatum_13539,Sedum_lanceolatum_var_lanceolatum_13539,Sedum_lanceolatum_var_lanceolatum,13539,Sedum_lanceolatum,Sedum lanceolatum var. lanceolatum,2013-539,13539,5-Dec-13,Marx 2012-003,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01
Sedum_lanceolatum_var_lanceolatum,NA,NA,NA,NA,,NA,Sedum_lanceolatum,Sedum lanceolatum var. lanceolatum,2015-001,15001,26-Sep-14,Marx 2012-003,REXTRACTION,,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01
Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum_13576,Sedum_lanceolatum_var_lanceolatum_13576,Sedum_lanceolatum_var_lanceolatum_13576,Sedum_lanceolatum_var_lanceolatum,13576,Sedum_lanceolatum,Sedum lanceolatum var. lanceolatum,2013-576,13576,30-Dec-13,Marx 2012-043,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum_14300,Sedum_lanceolatum_var_lanceolatum_14300,Sedum_lanceolatum_var_lanceolatum_14300,Sedum_lanceolatum_var_lanceolatum,14300,Sedum_lanceolatum,Sedum lanceolatum var. lanceolatum,2014-300,14300,26-May-14,Marx 2013-069,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum_14444,Sedum_lanceolatum_var_lanceolatum_14444,Sedum_lanceolatum_var_lanceolatum_14444,Sedum_lanceolatum_var_lanceolatum,14444,Sedum_lanceolatum,Sedum lanceolatum var. lanceolatum,2014-444,14444,10-Jun-14,Marx 2013-242,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum_14611,Sedum_lanceolatum_var_lanceolatum_14611,Sedum_lanceolatum_var_lanceolatum_14611,Sedum_lanceolatum_var_lanceolatum,14611,Sedum_lanceolatum,Sedum lanceolatum var. lanceolatum,2014-611,14611,18-Jun-14,Marx 2013-310,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum_14655,Sedum_lanceolatum_var_lanceolatum_14655,Sedum_lanceolatum_var_lanceolatum_14655,Sedum_lanceolatum_var_lanceolatum,14655,Sedum_lanceolatum,Sedum lanceolatum var. lanceolatum,2014-655,14655,24-Jun-14,Marx 2013-356,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum_14137,Sedum_lanceolatum_var_lanceolatum_14137,Sedum_lanceolatum_var_lanceolatum_14137,Sedum_lanceolatum_var_lanceolatum,14137,Sedum_lanceolatum,Sedum lanceolatum var. lanceolatum,2014-137,14137,10-Feb-14,Zion  2012-015,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Selaginella_densa,NA,Selaginella_densa_14354,NA,Selaginella_densa_14354,,,Selaginella_densa,Selaginella densa,2014-354,14354,2-Jun-14,Marx 2013-125,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Snowyside Peak: collected on summit,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Selaginella_densa,NA,Selaginella_densa_14265,NA,Selaginella_densa_14265,,,Selaginella_densa,Selaginella densa,2014-265,14265,19-May-14,Marx 2013-171,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Selaginella_watsonii,NA,NA,NA,NA,,,Selaginella_watsonii,,,,,Marx 2013-259,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Senecio_fremontii,NA,Senecio_fremontii_14033,NA,Senecio_fremontii_14033,,,,Senecio fremontii,2014-033,14033,15-Jan-14,Clevenger 2012-026,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Senecio_fremontii,Senecio_fremontii,Senecio_fremontii_14005,Senecio_fremontii_14005,Senecio_fremontii_14005,Senecio_fremontii,14005,,Senecio fremontii,2014-005,14005,7-Jan-14,Marx 2012-052,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Senecio_fremontii,Senecio_fremontii,Senecio_fremontii_14334,Senecio_fremontii_14334,Senecio_fremontii_14334,Senecio_fremontii,14334,,Senecio fremontii,2014-334,14334,30-May-14,Marx 2013-103,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Senecio_fremontii,NA,Senecio_fremontii_14253,NA,Senecio_fremontii_14253,,,,Senecio fremontii,2014-253,14253,7-Mar-14,Marx 2013-159,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Senecio_fremontii,Senecio_fremontii,Senecio_fremontii_14275,Senecio_fremontii_14275,Senecio_fremontii_14275,Senecio_fremontii,14275,,Senecio fremontii,2014-275,14275,19-May-14,Marx 2013-181,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Senecio_fremontii,Senecio_fremontii,Senecio_fremontii_14466,Senecio_fremontii_14466,Senecio_fremontii_14466,Senecio_fremontii,14466,,Senecio fremontii,2014-466,14466,10-Jun-14,Marx 2013-265,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Senecio_fremontii,NA,Senecio_fremontii_14616,NA,Senecio_fremontii_14616,,,,Senecio fremontii,2014-616,14616,18-Jun-14,Marx 2013-315,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
