Annotated_Name,Annotated_Tip,Tip Label 190117,Tip Label 161228,Tip Label 160511,Species ,MiSeq ,PHLAWD,DNA log Species Name,DNA accession #,Tube ,Extraction Date,Collection ,Date Collected,Locality,Summit,Range,Meadow,Occurrence,Elevation (ft),WGS N,WGS W
Cerastium_beeringianum,Cerastium_beeringianum,Cerastium_beeringianum_14632,Cerastium_beeringianum_14632,Cerastium_beeringianum_14632,Cerastium_beeringianum,14632,Cerastium_beeringianum,Cerastium beeringianum,2014-632,14632,18-Jun-14,Marx 2013-331,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Cerastium_beeringianum,Cerastium_beeringianum,Cerastium_beeringianum_14687,Cerastium_beeringianum_14687,Cerastium_beeringianum_14687,Cerastium_beeringianum,14687,Cerastium_beeringianum,Cerastium beeringianum,2014-687,14687,25-Jun-14,Marx 2013-390,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Chaenactis_alpina,Chaenactis_alpina,Chaenactis_alpina_13553,Chaenactis_alpina_13553,Chaenactis_alpina_13553,Chaenactis_alpina,13553,,Chaenactis alpina,2013-553,13553,24-Dec-13,Marx 2012-018,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01
Chaenactis_alpina,Chaenactis_alpina,Chaenactis_alpina_13579,Chaenactis_alpina_13579,Chaenactis_alpina_13579,Chaenactis_alpina,13579,,Chaenactis alpina,2013-579,13579,30-Dec-13,Marx 2012-046,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Chaenactis_alpina,Chaenactis_alpina,Chaenactis_alpina_14297,Chaenactis_alpina_14297,Chaenactis_alpina_14297,Chaenactis_alpina,14297,,Chaenactis alpina,2014-297,14297,26-May-14,Marx 2013-066,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Chaenactis_alpina,Chaenactis_alpina,Chaenactis_alpina_14337,Chaenactis_alpina_14337,Chaenactis_alpina_14337,Chaenactis_alpina,14337,,Chaenactis alpina,2014-337,14337,30-May-14,Marx 2013-106,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Chaenactis_alpina,Chaenactis_alpina,Chaenactis_alpina_14283,Chaenactis_alpina_14283,Chaenactis_alpina_14283,Chaenactis_alpina,14283,,Chaenactis alpina,2014-283,14283,26-May-14,Marx 2013-189,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Chaenactis_alpina,Chaenactis_alpina,Chaenactis_alpina_14433,Chaenactis_alpina_14433,Chaenactis_alpina_14433,Chaenactis_alpina,14433,,Chaenactis alpina,2014-433,14433,6-Jun-14,Marx 2013-230,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Chionophila_tweedyi,Chionophila_tweedyi,Chionophila_tweedyi_14013,Chionophila_tweedyi_14013,Chionophila_tweedyi_14013,Chionophila_tweedyi,14013,Chionophila_tweedyi,Chionophila tweedyi,2014-013,14013,7-Jan-14,Clevenger 2012-004,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Chionophila_tweedyi,Chionophila_tweedyi,Chionophila_tweedyi_14008,Chionophila_tweedyi_14008,Chionophila_tweedyi_14008,Chionophila_tweedyi,14008,Chionophila_tweedyi,Chionophila tweedyi,2014-008,14008,7-Jan-14,Marx 2012-055,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Chionophila_tweedyi,Chionophila_tweedyi,Chionophila_tweedyi_14294,Chionophila_tweedyi_14294,Chionophila_tweedyi_14294,Chionophila_tweedyi,14294,Chionophila_tweedyi,Chionophila tweedyi,2014-294,14294,26-May-14,Marx 2013-062,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Cirsium_scariosum,Cirsium_scariosum,Cirsium_scariosum_14435,Cirsium_scariosum_14435,Cirsium_scariosum_14435,Cirsium_scariosum,14435,Cirsium_scariosum,Cirsium scariosum,2014-435,14435,6-Jun-14,Marx 2013-232,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Cirsium_subniveum,Cirsium_subniveum,Cirsium_subniveum_14288,Cirsium_subniveum_14288,Cirsium_subniveum_14288,Cirsium_subniveum,14288,Cirsium_subniveum,Cirsium subniveum,2014-288,14288,26-May-14,Marx 2013-194,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Cistanthe_umbellata,Cistanthe_umbellata,Cistanthe_umbellata_14434,Cistanthe_umbellata_14434,Cistanthe_umbellata_14434,Cistanthe_umbellata,14434,Calyptridium_umbellatum,Cistanthe umbellata,2014-434,14434,6-Jun-14,Marx 2013-231,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Claytonia_megarhiza,Claytonia_megarhiza,Claytonia_megarhiza_14293,Claytonia_megarhiza_14293,Claytonia_megarhiza_14293,Claytonia_megarhiza,14293,Claytonia_megarhiza,Claytonia megarhiza,2014-293,14293,26-May-14,Marx 2013-061,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Claytonia_megarhiza,Claytonia_megarhiza,Claytonia_megarhiza_14341,Claytonia_megarhiza_14341,Claytonia_megarhiza_14341,Claytonia_megarhiza,14341,Claytonia_megarhiza,Claytonia megarhiza,2014-341,14341,2-Jun-14,Marx 2013-110,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Claytonia_megarhiza,Claytonia_megarhiza,Claytonia_megarhiza_14267,Claytonia_megarhiza_14267,Claytonia_megarhiza_14267,Claytonia_megarhiza,14267,Claytonia_megarhiza,Claytonia megarhiza,2014-267,14267,19-May-14,Marx 2013-173,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Claytonia_megarhiza,Claytonia_megarhiza,Claytonia_megarhiza_14448,Claytonia_megarhiza_14448,Claytonia_megarhiza_14448,Claytonia_megarhiza,14448,Claytonia_megarhiza,Claytonia megarhiza,2014-448,14448,10-Jun-14,Marx 2013-246,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Claytonia_megarhiza,Claytonia_megarhiza,Claytonia_megarhiza_14614,Claytonia_megarhiza_14614,Claytonia_megarhiza_14614,Claytonia_megarhiza,14614,Claytonia_megarhiza,Claytonia megarhiza,2014-614,14614,18-Jun-14,Marx 2013-313,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Claytonia_megarhiza_var_bellidifolia,Claytonia_megarhiza_var_bellidifolia,Claytonia_megarhiza_var_bellidifolia_14034,Claytonia_megarhiza_var_bellidifolia_14034,Claytonia_megarhiza_var_bellidifolia_14034,Claytonia_megarhiza_var_bellidifolia,14034,Claytonia_megarhiza,Claytonia megarhiza var. bellidifolia ,2014-034,14034,15-Jan-14,Clevenger 2012-027,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Claytonia_megarhiza_var_bellidifolia,Claytonia_megarhiza_var_bellidifolia,Claytonia_megarhiza_var_bellidifolia_14001,Claytonia_megarhiza_var_bellidifolia_14001,Claytonia_megarhiza_var_bellidifolia_14001,Claytonia_megarhiza_var_bellidifolia,14001,Claytonia_megarhiza,Claytonia megarhiza var. bellidifolia ,2014-001,14001,7-Jan-14,Marx 2012-048,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Collomia_debilis,Collomia_debilis,Collomia_debilis_14336,Collomia_debilis_14336,Collomia_debilis_14336,Collomia_debilis,14336,Collomia_debilis,Collomia debilis,2014-336,14336,30-May-14,Marx 2013-105,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Collomia_debilis,Collomia_debilis,Collomia_debilis_14680,Collomia_debilis_14680,Collomia_debilis_14680,Collomia_debilis,14680,Collomia_debilis,Collomia debilis,2014-680,14680,25-Jun-14,Marx 2013-382,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Crepis_nana,Crepis_nana,Crepis_nana_14699,Crepis_nana_14699,Crepis_nana_14699,Crepis_nana,14699,Crepis_nana,Crepis nana,2014-699,14699,30-Jun-14,Marx 2013-402,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Cryptogramma_crispa,NA,Cryptogramma_crispa_14298,NA,Cryptogramma_crispa_14298,,,Cryptogramma_crispa,Cryptogramma crispa,2014-298,14298,26-May-14,Marx 2013-067,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Cryptogramma_crispa,NA,Cryptogramma_crispa_14333,NA,Cryptogramma_crispa_14333,,,Cryptogramma_crispa,Cryptogramma crispa,2014-333,14333,30-May-14,Marx 2013-102,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Cryptogramma_crispa,NA,Cryptogramma_crispa_14429,NA,Cryptogramma_crispa_14429,,,Cryptogramma_crispa,Cryptogramma crispa,2014-429,14429,6-Jun-14,Marx 2013-225,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Cryptogramma_crispa,NA,Cryptogramma_crispa_14221,NA,Cryptogramma_crispa_14221,,,Cryptogramma_crispa,Cryptogramma crispa,2014-221,14221,20-Feb-14,Zion  2012-023,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Cystopteris_fragilis,NA,Cystopteris_fragilis_14260,NA,Cystopteris_fragilis_14260,,,Cystopteris_fragilis,Cystopteris fragilis,2014-260,14260,19-May-14,Marx 2013-166,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Cystopteris_fragilis,NA,Cystopteris_fragilis_14588,NA,Cystopteris_fragilis_14588,,,Cystopteris_fragilis,Cystopteris fragilis,2014-588,14588,12-Jun-14,Marx 2013-287,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Cystopteris_fragilis,NA,Cystopteris_fragilis_14220,NA,Cystopteris_fragilis_14220,,,Cystopteris_fragilis,Cystopteris fragilis,2014-220,14220,20-Feb-14,Zion  2012-022,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Dasiphora_fruticosa,Dasiphora_fruticosa,Dasiphora_fruticosa_14415,Dasiphora_fruticosa_14415,Dasiphora_fruticosa_14415,Dasiphora_fruticosa,14415,Dasiphora_fruticosa,Dasiphora fruticosa,2014-415,14415,6-Jun-14,Marx 2013-209,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839
Deschampsia_cespitosa_subsp_cespitosa,Deschampsia_cespitosa_subsp_cespitosa,Deschampsia_cespitosa_subsp_cespitosa_14407,Deschampsia_cespitosa_subsp_cespitosa_14407,Unknown_14407,Unknown,14407,Deschampsia_cespitosa,Unknown,2014-407,14407,6-Jun-14,Marx 2013-201,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839
Deschampsia_cespitosa_subsp_cespitosa,Deschampsia_cespitosa_subsp_cespitosa,Deschampsia_cespitosa_subsp_cespitosa_14585,Deschampsia_cespitosa_subsp_cespitosa_14585,Unknown_14585,Unknown,14585,Deschampsia_cespitosa,Unknown,2014-585,14585,12-Jun-14,Marx 2013-284,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Deschampsia_cespitosa_subsp_cespitosa,Deschampsia_cespitosa_subsp_cespitosa,Deschampsia_cespitosa_subsp_cespitosa_14662,Deschampsia_cespitosa_subsp_cespitosa_14662,Unknown_14662,Unknown,14662,Deschampsia_cespitosa,Unknown,2014-662,14662,24-Jun-14,Marx 2013-363,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Draba_cf_crassifolia,Draba_cf_crassifolia,Draba_cf_crassifolia_13569,Draba_cf_crassifolia_13569,Draba_cf_crassifolia_13569,Draba_cf_crassifolia,13569,Draba_crassifolia,Draba c.f. crassifolia,2013-569,13569,30-Dec-13,Marx 2012-036,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Draba_cf_crassifolia,Draba_cf_crassifolia,Draba_cf_crassifolia_14218,Draba_cf_crassifolia_14218,Draba_cf_crassifolia_14218,Draba_cf_crassifolia,14218,Draba_crassifolia,Draba c.f. crassifolia,2014-218,14218,20-Feb-14,Zion  2012-020,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Draba_cf_densifolia,Draba_cf_densifolia,Draba_cf_densifolia_14241,Draba_cf_densifolia_14241,Draba_cf_densifolia_14241,Draba_cf_densifolia,14241,Draba_densifolia,Draba c.f. densifolia,2014-241,14241,7-Mar-14,Marx 2013-146,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Draba_cf_densifolia,Draba_cf_densifolia,Draba_cf_densifolia_14605,Draba_cf_densifolia_14605,Draba_cf_densifolia_14605,Draba_cf_densifolia,14605,Draba_densifolia,Draba c.f. densifolia,2014-605,14605,18-Jun-14,Marx 2013-304,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Draba_cf_lonchocarpa,Draba_cf_lonchocarpa,Draba_cf_lonchocarpa_14268,Draba_cf_lonchocarpa_14268,Draba_cf_lonchocarpa_14268,Draba_cf_lonchocarpa,14268,Draba_lonchocarpa,Draba c.f. lonchocarpa,2014-268,14268,19-May-14,Marx 2013-174,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Draba_cf_oreibata,Draba_cf_oreibata,Draba_cf_oreibata_14404,Draba_cf_oreibata_14404,Draba_cf_oreibata_14404,Draba_cf_oreibata,14404,,Draba c.f. oreibata,2014-404,14404,6-Jun-14,Marx 2013-136,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Draba_cf_stenoloba,NA,NA,NA,NA,,,Draba_stenoloba,,,,,Marx 2013-197,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Draba_lonchocarpa,Arabis_sp,Arabis_sp_14455,Arabis_sp_14455,Draba_lonchocarpa_14455,Draba_lonchocarpa,14455,,Draba lonchocarpa,2014-455,14455,10-Jun-14,Marx 2013-253,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Draba_lonchocarpa,Draba_lonchocarpa,Draba_lonchocarpa_14610,Draba_lonchocarpa_14610,Draba_lonchocarpa_14610,Draba_lonchocarpa,14610,Draba_lonchocarpa,Draba lonchocarpa,2014-610,14610,18-Jun-14,Marx 2013-309,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Draba_lonchocarpa,Draba_lonchocarpa,Draba_lonchocarpa_14629,Draba_lonchocarpa_14629,Draba_lonchocarpa_14629,Draba_lonchocarpa,14629,Draba_lonchocarpa,Draba lonchocarpa,2014-629,14629,18-Jun-14,Marx 2013-328,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Draba_lonchocarpa,Draba_lonchocarpa,Draba_lonchocarpa_14690,Draba_lonchocarpa_14690,Draba_lonchocarpa_14690,Draba_lonchocarpa,14690,Draba_lonchocarpa,Draba lonchocarpa,2014-690,14690,25-Jun-14,Marx 2013-393,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Draba_lonchocarpa,Draba_lonchocarpa,Draba_lonchocarpa_14694,Draba_lonchocarpa_14694,Draba_lonchocarpa_14694,Draba_lonchocarpa,14694,Draba_lonchocarpa,Draba lonchocarpa,2014-694,14694,25-Jun-14,Marx 2013-397,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Draba_oligosperma,NA,NA,NA,NA,,,Draba_oligosperma,,,,,Marx 2012-014 (a-d),31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: South facing gravel slope just above camp at Profile Lake,Thompson Peak,Sawtooth Mountains,0,0,9064,44.14639,-115.00528
Draba_oligosperma,Draba_oligosperma,Draba_oligosperma_14604,Draba_oligosperma_14604,Draba_oligosperma_14604,Draba_oligosperma,14604,Draba_oligosperma,Draba oligosperma,2014-604,14604,18-Jun-14,Marx 2013-303,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Draba_oligosperma,Draba_oligosperma,Draba_oligosperma_14688,Draba_oligosperma_14688,Draba_oligosperma_14688,Draba_oligosperma,14688,Draba_oligosperma,Draba oligosperma,2014-688,14688,25-Jun-14,Marx 2013-391,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Draba_oligosperma,Draba_oligosperma,Draba_oligosperma_14703,Draba_oligosperma_14703,Draba_oligosperma_14703,Draba_oligosperma,14703,Draba_oligosperma,Draba oligosperma,2014-703,14703,30-Jun-14,Marx 2013-406,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Draba_oreibata,Draba_oreibata,Draba_oreibata_14335,Draba_oreibata_14335,Draba_oreibata_14335,Draba_oreibata,14335,Draba_oreibata,Draba oreibata,2014-335,14335,30-May-14,Marx 2013-104,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Draba_oreibata,Draba_oreibata,Draba_oreibata_14217,Draba_oreibata_14217,Draba_oreibata_14217,Draba_oreibata,14217,,Draba oreibata,2014-217,14217,20-Feb-14,Zion  2012-019,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Elymus_elymoides,Elymus_elymoides,Elymus_elymoides_14356,Elymus_elymoides_14356,Unknown_14356,Unknown,14356,Elymus_elymoides,Unknown,2014-356,14356,2-Jun-14,Marx 2013-127,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Snowyside Peak: collected on summit,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Elymus_elymoides,Elymus_elymoides,Elymus_elymoides_14251,Elymus_elymoides_14251,Unknown_14251,Unknown,14251,Elymus_elymoides,Unknown,2014-251,14251,7-Mar-14,Marx 2013-157,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Elymus_elymoides,Elymus_elymoides,Elymus_elymoides_14439,Elymus_elymoides_14439,Unknown_14439,Unknown,14439,Elymus_elymoides,Unknown,2014-439,14439,10-Jun-14,Marx 2013-236,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Elymus_elymoides,Elymus_elymoides,Elymus_elymoides_14636,Elymus_elymoides_14636,Unknown_14636,Unknown,14636,Elymus_elymoides,Unknown,2014-636,14636,24-Jun-14,Marx 2013-336,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Elymus_elymoides,Elymus_elymoides,Elymus_elymoides_14225,Elymus_elymoides_14225,Hordium_sp_14225,Hordium_sp,14225,Elymus_elymoides,Hordium,2014-225,14225,20-Feb-14,Zion  2012-027,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Elymus_scribneri,Elymus_scribneri,Elymus_scribneri_14673,Elymus_scribneri_14673,Unknown_14673,Unknown,14673,,Unknown,2014-673,14673,25-Jun-14,Marx 2013-375,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Elymus_scribneri,NA,NA,NA,NA,,NA,,Elymus elymoides,NA,NA,NA,Marx 2013-443,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Epilobium_alpinum,Epilobium_alpinum,Epilobium_alpinum_14301,Epilobium_alpinum_14301,Epilobium_alpinum_14301,Epilobium_alpinum,14301,,Epilobium alpinum,2014-301,14301,26-May-14,Marx 2013-070,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Epilobium_alpinum,Epilobium_alpinum,Epilobium_alpinum_14339,Epilobium_alpinum_14339,Epilobium_alpinum_14339,Epilobium_alpinum,14339,,Epilobium alpinum,2014-339,14339,30-May-14,Marx 2013-108,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Epilobium_alpinum,Epilobium_alpinum,Epilobium_alpinum_14252,Epilobium_alpinum_14252,Epilobium_alpinum_14252,Epilobium_alpinum,14252,,Epilobium alpinum,2014-252,14252,7-Mar-14,Marx 2013-158,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Epilobium_alpinum,Epilobium_alpinum,Epilobium_alpinum_14409,Epilobium_alpinum_14409,Epilobium_alpinum_14409,Epilobium_alpinum,14409,,Epilobium alpinum,2014-409,14409,6-Jun-14,Marx 2013-203,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839
Epilobium_alpinum,NA,Epilobium_alpinum_14441,NA,Epilobium_alpinum_14441,,,,Epilobium alpinum,2014-441,14441,10-Jun-14,Marx 2013-239,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
