Annotated Name,Tip Label 160511,Species ,Extraction #,PHLAWD,DNA Log Species Name,Collection #,ID for database,Date Collected,Summit,Occurrence,Range,Meadow,Locality Detail,Elevation (ft.),WGS N,WGS W,Leaf Sample
Draba_crassifolia,Draba_cf_crassifolia_14218,Draba_cf_crassifolia,14218,Draba_crassifolia,Draba c.f. crassifolia,Zion  2012-020,Draba c.f. crassifolia,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Phyllodoce_empetriformis,Unknown_14219,Unknown,14219,,NA,Zion  2012-021,Phyllodoce empetriformis,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
NA,NA,NA,NA,Cystopteris_fragilis,Cystopteris fragilis,Zion  2012-022,Cystopteris fragilis,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
NA,NA,NA,NA,Cryptogramma_crispa,Cryptogramma crispa,Zion  2012-023,Cryptogramma crispa,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Hulsea_algida,Hulsea_algida_14222,Hulsea_algida,14222,Hulsea_algida,Hulsea algida,Zion  2012-024,Hulsea algida,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Antennaria_umbrinella,Antennaria_umbrinella_14223,Antennaria_umbrinella,14223,Antennaria_umbrinella,Antennaria umbrinella,Zion  2012-025,Antennaria umbrinella,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Erigeron_evermannii,Erigeron_evermannii_14224,Erigeron_evermannii,14224,,Erigeron evermannii,Zion  2012-026,Erigeron evermannii,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Hordium_sp,Hordium_sp_14225,Hordium_sp,14225,,Hordium,Zion  2012-027,NA,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Carex_sp,Carex_sp_14226,Carex_sp,14226,,Carex,Zion  2012-028,NA,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Sibbaldia_procumbens,Sibbaldia_procumbens_14227,Sibbaldia_procumbens,14227,Sibbaldia_procumbens,Sibbaldia procumbens,Zion  2012-029,Sibbaldia procumbens,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Juncus_sp,Luzula_sp_14228,Luzula_sp,14228,,Luzula,Zion  2012-030,NA,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Aconogonon_phytolaccaefolium,Aconogonon_phytolaccaefolium_14229,Aconogonon_phytolaccaefolium,14229,,Aconogonon phytolaccaefolium ,Zion  2012-031,Aconogonon phytolaccaefolium ,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Potentilla_glandulosa_var_glandulosa,Potentilla_glandulosa_var_glandulosa_14230,Potentilla_glandulosa_var_glandulosa,14230,Drymocallis_glandulosa,Potentilla glandulosa var. glandulosa ,Zion  2012-032,Potentilla glandulosa ,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Pinus_albicaulis,Pinus_albicaulis_14231,Pinus_albicaulis,14231,Pinus_albicaulis,Pinus albicaulis,Zion  2012-033,Pinus albicaulis,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Abies_lasiocarpa,Abies_lasiocarpa_14232,Abies_lasiocarpa,14232,Abies_lasiocarpa,Abies lasiocarpa,Zion  2012-034,Abies lasiocarpa,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Juniperus_communis,Juniperus_communis_14233,Juniperus_communis,14233,Juniperus_communis,Juniperus communis ,Zion  2012-035,Juniperus communis ,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Penstemon_montanus_var_idahoensis,Penstemon_montanus_var_idahoensis_14234,Penstemon_montanus_var_idahoensis,14234,Penstemon_montanus,Penstemon montanus var. idahoensis,Zion  2012-036,Penstemon montanus var. idahoensis,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,10350,44.11170,115.00318,1
Erysimum_asperum,Erysimum_asperum_14235,Erysimum_asperum,14235,Erysimum_asperum,Erysimum asperum,Zion  2012-037,Erysimum asperum,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,1,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: treeline,10020,44.11012,115.00285,1
Lomatium_sp,Lomatium_sp_14236,Lomatium_sp,14236,,Lomatium sp.,Zion  2012-038,Lomatium sp.,7-Aug-12,Horstmann Peak,1,Sawtooth Mountains,1,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: treeline,10020,44.11012,115.00285,1
Anemone_drummondii_var_drummondii,Anemone_drummondii_var_drummondii_13562,Anemone_drummondii_var_drummondii,13562,Anemone_drummondii,Anemone drummondii var. drummondii,Marx 2012-029,Anemone drummondii,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Carex_sp,Carex_sp_13563,Carex_sp,13563,,Carex,Marx 2012-030,NA,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum_13564,Eriogonum_ovalifolium_var_depressum,13564,Eriogonum_ovalifolium,Eriogonum ovalifolium var. depressum,Marx 2012-031,Eriogonum ovalifolium ,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Minuartia_obtusiloba,Minuartia_obtusiloba_13565,Minuartia_obtusiloba,13565,Minuartia_obtusiloba,Minuartia obtusiloba,Marx 2012-032,Minuartia obtusiloba,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Poa_sp,Poa_sp_13566,Poa_sp,13566,,Poa,Marx 2012-033,NA,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Eriogonum_pyrolaefolium_var_coryphaeum,Eriogonum_pyrolaefolium_var_coryphaeum_13567,Eriogonum_pyrolaefolium_var_coryphaeum,13567,,Eriogonum pyrolaefolium var. coryphaeum ,Marx 2012-034,Eriogonum pyrolaefolium var. coryphaeum ,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Poa_sp,Poa_sp_13568,Poa_sp,13568,,Poa,Marx 2012-035,NA,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Draba_crassifolia,Draba_cf_crassifolia_13569,Draba_cf_crassifolia,13569,Draba_crassifolia,Draba c.f. crassifolia,Marx 2012-036,Draba c.f. crassifolia,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Penstemon_montanus_var_idahoensis,Penstemon_montanus_var_idahoensis_13570,Penstemon_montanus_var_idahoensis,13570,Penstemon_montanus,Penstemon montanus var. idahoensis,Marx 2012-037,Penstemon montanus var. idahoensis,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Picea_engelmannii,Picea_engelmannii_13571,Picea_engelmannii,13571,Picea_engelmannii,Picea engelmannii,Marx 2012-038,Picea engelmannii,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Luzula_sp,Juncus_sp_13572,Juncus_sp,13572,,Juncus,Marx 2012-039,NA,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Pinus_albicaulis,Pinus_albicaulis_13573,Pinus_albicaulis,13573,Pinus_albicaulis,Pinus albicaulis,Marx 2012-040,Pinus albicaulis,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Sibbaldia_procumbens,Sibbaldia_procumbens_13574,Sibbaldia_procumbens,13574,Sibbaldia_procumbens,Sibbaldia procumbens,Marx 2012-041,Sibbaldia procumbens,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Hulsea_algida,Hulsea_algida_13575,Hulsea_algida,13575,Hulsea_algida,Hulsea algida,Marx 2012-042,Hulsea algida,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum_13576,Sedum_lanceolatum_var_lanceolatum,13576,Sedum_lanceolatum,Sedum lanceolatum var. lanceolatum,Marx 2012-043,Sedum lanceolatum var. lanceolatum,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Arnica_latifolia_var_gracilis,Arnica_latifolia_var_gracilis_13577,Arnica_latifolia_var_gracilis,13577,,Arnica latifolia var. gracilis,Marx 2012-044,Arnica latifolia,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Erigeron_evermannii,Erigeron_evermannii_13578,Erigeron_evermannii,13578,,Erigeron evermannii,Marx 2012-045,Erigeron evermannii,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Chaenactis_alpina,Chaenactis_alpina_13579,Chaenactis_alpina,13579,,Chaenactis alpina,Marx 2012-046,Chaenactis alpina,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Oxyria_digyna,Oxyria_digyna_13580,Oxyria_digyna,13580,Oxyria_digyna,Oxyria digyna,Marx 2012-047,Oxyria digyna,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Claytonia_megarhiza_var_bellidifolia,Claytonia_megarhiza_var_bellidifolia_14001,Claytonia_megarhiza_var_bellidifolia,14001,Claytonia_megarhiza,Claytonia megarhiza var. bellidifolia ,Marx 2012-048,Claytonia megarhiza,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Ribes_lacustre,Ribes_lacustre_14002,Ribes_lacustre,14002,Ribes_lacustre,Ribes lacustre,Marx 2012-049,Ribes lacustre,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Luzula_sp,Juncus_sp_14003,Juncus_sp,14003,,Juncus,Marx 2012-050,NA,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Antennaria_microphylla,Antennaria_microphylla_14004,Antennaria_microphylla,14004,Antennaria_microphylla,Antennaria microphylla,Marx 2012-051,Antennaria microphylla,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Senecio_fremontii,Senecio_fremontii_14005,Senecio_fremontii,14005,,Senecio fremontii,Marx 2012-052,Senecio fremontii,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Saxifraga_bronchialis,Saxifraga_bronchialis_14006,Saxifraga_bronchialis,14006,Saxifraga_bronchialis,Saxifraga bronchialis ,Marx 2012-053,Saxifraga bronchialis ,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Poa_sp,Poa_sp_14007,Poa_sp,14007,,Poa,Marx 2012-054,NA,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Chionophila_tweedyi,Chionophila_tweedyi_14008,Chionophila_tweedyi,14008,Chionophila_tweedyi,Chionophila tweedyi,Marx 2012-055,Chionophila tweedyi,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Erigeron_compositus,Erigeron_compositus_14009,Erigeron_compositus,14009,Erigeron_compositus,Erigeron compositus,Marx 2012-056,Erigeron compositus,10-Aug-12,Braxon Peak,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,10353,44.09333,115.99681,1
Castilleja_miniata,Castilleja_miniata_14289,Castilleja_miniata,14289,Castilleja_miniata,Castilleja miniata,Marx 2013-057,Castilleja miniata,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Phyllodoce_glanduliflora,Phyllodoce_glanduliflora_14290,Phyllodoce_glanduliflora,14290,Phyllodoce_glanduliflora,Phyllodoce glanduliflora,Marx 2013-058,Phyllodoce glanduliflora,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Phyllodoce_empetriformis,Phyllodoce_empetriformis_14291,Phyllodoce_empetriformis,14291,Phyllodoce_empetriformis,Phyllodoce empetriformis,Marx 2013-059,Phyllodoce empetriformis,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis_14292,Cassiope_mertensiana_var_gracilis,14292,Cassiope_mertensiana,Cassiope mertensiana var. gracilis,Marx 2013-060,Cassiope mertensiana var. gracilis,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Claytonia_megarhiza,Claytonia_megarhiza_14293,Claytonia_megarhiza,14293,Claytonia_megarhiza,Claytonia megarhiza,Marx 2013-061,Claytonia megarhiza,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Chionophila_tweedyi,Chionophila_tweedyi_14294,Chionophila_tweedyi,14294,Chionophila_tweedyi,Chionophila tweedyi,Marx 2013-062,Chionophila tweedyi,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Luzula_sp,Luzula_sp_14295,Luzula_sp,14295,,Luzula sp.,Marx 2013-063,NA,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
NA,NA,NA,NA,,NA,Marx 2013-064,Arabis microphylla,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,0
Castilleja_cusickii,Castilleja_cusickii_14296,Castilleja_cusickii,14296,Castilleja_cusickii,Castilleja cusickii ,Marx 2013-065,Castilleja cusickii ,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Chaenactis_alpina,Chaenactis_alpina_14297,Chaenactis_alpina,14297,,Chaenactis alpina,Marx 2013-066,Chaenactis alpina,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
NA,NA,NA,NA,Cryptogramma_crispa,Cryptogramma crispa,Marx 2013-067,Cryptogramma crispa,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Hieracium_triste,Hieracium_triste_14299,Hieracium_triste,14299,Hieracium_triste,Hieracium triste,Marx 2013-068,Hieracium triste,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Sedum_lanceolatum_var_lanceolatum,Sedum_lanceolatum_var_lanceolatum_14300,Sedum_lanceolatum_var_lanceolatum,14300,Sedum_lanceolatum,Sedum lanceolatum var. lanceolatum,Marx 2013-069,Sedum lanceolatum var. lanceolatum,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Epilobium_alpinum,Epilobium_alpinum_14301,Epilobium_alpinum,14301,,Epilobium alpinum,Marx 2013-070,Epilobium alpinum,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Erysimum_asperum,Erysimum_asperum_14302,Erysimum_asperum,14302,Erysimum_asperum,Erysimum asperum,Marx 2013-071,Erysimum asperum,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Arnica_latifolia,Arnica_latifolia_14303,Arnica_latifolia,14303,,Arnica latifolia,Marx 2013-072,Arnica latifolia,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Minuartia_obtusiloba,Minuartia_obtusiloba_14304,Minuartia_obtusiloba,14304,Minuartia_obtusiloba,Minuartia obtusiloba,Marx 2013-073,Minuartia obtusiloba,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Minuartia_nuttallii,Minuartia_nuttallii_14305,Minuartia_nuttallii,14305,Sabulina_nuttallii,Minuartia nuttallii,Marx 2013-074,Minuartia nuttallii,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Arabis_microphylla,Arabis_microphylla_14306,Arabis_microphylla,14306,Boechera_microphylla,Arabis microphylla,Marx 2013-075,Arabis microphylla,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Erigeron_compositus,Erigeron_compositus_14307,Erigeron_compositus,14307,Erigeron_compositus,Erigeron compositus,Marx 2013-076,Erigeron compositus,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Tonestus_lyallii,Tonestus_lyallii_14308,Tonestus_lyallii,14308,Tonestus_lyallii,Tonestus lyallii,Marx 2013-077,Tonestus lyallii,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Anemone_drummondii,Anemone_drummondii_14309,Anemone_drummondii,14309,Anemone_drummondii,Anemone drummondii,Marx 2013-078,Anemone drummondii,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Erigeron_grandiflorus,Erigeron_grandiflorus_14310,Erigeron_grandiflorus,14310,Erigeron_grandiflorus,Erigeron grandiflorus,Marx 2013-079,Erigeron grandiflorus,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Antennaria_alpina,Antennaria_alpina_14311,Antennaria_alpina,14311,Antennaria_alpina,Antennaria alpina,Marx 2013-080,Antennaria alpina,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Antennaria_lanata,Antennaria_lanata_14312,Antennaria_lanata,14312,Antennaria_lanata,Antennaria lanata,Marx 2013-081,Antennaria lanata,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Poa_sp,Unknown_14313,Unknown,14313,,Unknown,Marx 2013-082,NA,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Potentilla_glandulosa,Potentilla_glandulosa_14314,Potentilla_glandulosa,14314,Potentilla_brevifolia,Potentilla glandulosa ,Marx 2013-083,Potentilla glandulosa ,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Ericameria_discoidea,Ericameria_discoidea_14315,Ericameria_discoidea,14315,Ericameria_discoidea,Ericameria discoidea,Marx 2013-084,Ericameria discoidea,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Arnica_latifolia,Arnica_latifolia_14316,Arnica_latifolia,14316,,Arnica latifolia,Marx 2013-085,Arnica latifolia,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Poa_sp,Unknown_14317,Unknown,14317,,Unknown,Marx 2013-086,NA,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Festuca_sp,Festuca_sp_14318,Festuca_sp,14318,,Festuca sp.,Marx 2013-087,NA,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Poa_sp,Unknown_14319,Unknown,14319,,Unknown,Marx 2013-088,NA,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Heuchera_parvifolia_var_dissecta,Heuchera_parvifolia_var_dissecta_14320,Heuchera_parvifolia_var_dissecta,14320,Heuchera_parvifolia,Heuchera parvifolia var. dissecta,Marx 2013-089,Heuchera parvifolia var. dissecta,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Hulsea_algida,Hulsea_algida_14321,Hulsea_algida,14321,Hulsea_algida,Hulsea algida,Marx 2013-090,Hulsea algida,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
Antennaria_alpina,Antennaria_alpina_14322,Antennaria_alpina,14322,Antennaria_alpina,Antennaria alpina,Marx 2013-091,Antennaria alpina,19-Jul-13,Mount Cramer,1,Sawtooth Mountains,0,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,10716,44.01108,114.98117,1
