"","betadiv.PhyloSor","betadiv.PhyloSor_turn","betadiv.PhyloSor_PD","betadiv.UniFrac","betadiv.UniFrac_turn","betadiv.UniFrac_PD","betadiv.SES_PhyloSor","betadiv.SES_PhyloSor_turn","betadiv.SES_PhyloSor_PD","betadiv.SES_UniFrac","betadiv.SES_UniFrac_turn","betadiv.SES_UniFrac_PD","util.pd.Com1","util.pd.Com2","util.pd.pd.obs.tot"
"Castle Peak-Hyndman Peak",0.374708352405902,0.358300730865366,0.0164076215405366,0.545145960232392,0.527572021016427,0.0175739392159642,0.956301904129514,2.00361442013109,-1.6594427702972,0.957869099718874,1.90520239078163,-1.66160552905426,3241.759441,3411.886652,4573.411429
"Castle Peak-Mount Cramer",0.195456667594796,0.156013271643981,0.0394433959508149,0.326999167586803,0.269916056278684,0.0570831113081194,-1.97908631074348,-1.71074729688583,-0.199649085355708,-2.096365847748,-1.79983745987679,-0.0260424682400857,3241.759441,2952.283233,3702.354807
"Castle Peak-Salzburger Spitzl",0.332299314401633,0.283850229403866,0.0484490849977665,0.498835825868268,0.442185891941099,0.0566499339271693,0.414571771669958,0.627780447642062,-0.387042059393775,0.441206319226873,0.656524162485039,-0.444657815574203,3241.759441,3712.210594,4632.384755
"Castle Peak-Snowyside Peak",0.335058163843804,0.220738879035948,0.114319284807856,0.501937927377079,0.361647986849197,0.140289940527883,1.16501891808124,0.406997456566637,0.794890556910152,1.15203010767319,0.451050450575491,0.600120488305129,3241.759441,2412.29716,3774.247212
"Castle Peak-Thompson Peak",0.340694423559842,0.330368616022178,0.010325807537664,0.508235758384409,0.496657260316295,0.0115784980681137,-0.727399988662852,-0.269110051554842,-0.887065426218912,-0.708986814720244,-0.233900850171747,-0.865228807945169,3241.759441,3343.301989,4414.277569
"D.O. Lee Peak-Horstmann Peak",0.467302226805928,0.457016463979186,0.0102857628267416,0.63695429376287,0.627331914604521,0.0096223791583484,0.649721410543684,1.71478987741969,-1.81642684047057,0.668490756480511,1.64185499559863,-1.77196740370343,3087.498508,2972.699883,4446.071297
"D.O. Lee Peak-Hyndman Peak",0.322834197750484,0.287260972823764,0.0355732249267198,0.488094726156116,0.446313496467809,0.0417812296883064,0.310570667372987,0.677484540228245,-0.618907866365612,0.339982703607405,0.704907777292513,-0.662136028448559,3087.498508,3411.886652,4298.804477
"D.O. Lee Peak-Mount Cramer",0.369003820762403,0.35455393313884,0.0144498876235634,0.539083697453676,0.523499174842378,0.0155845226112989,-0.521030660708266,0.321527192287458,-1.17326678992767,-0.495144856755751,0.361278775661939,-1.14894242565286,3087.498508,2952.283233,4134.24214
"D.O. Lee Peak-Salzburger Spitzl",0.292612424171907,0.22104743928835,0.0715649848835573,0.452745801757808,0.362062000502094,0.0906838012557137,-0.369568980621618,-0.984603273521198,1.0437248892034,-0.343352121095948,-0.990759968175484,1.12848373918917,3087.498508,3712.210594,4394.694233
"D.O. Lee Peak-Snowyside Peak",0.443872011864714,0.366041972208764,0.0778300396559504,0.614835675485485,0.535916142630534,0.0789195328549516,1.15687818562595,1.22662142155479,-0.393467645094222,1.14213566919588,1.2143788036241,-0.564250690713765,3087.498508,2412.29716,3970.500518
"D.O. Lee Peak-Thompson Peak",0.444395669611145,0.421379379659282,0.0230162899518627,0.615337859231859,0.592916128782297,0.0224217304495623,2.01490428142583,2.23196892001569,-0.741331005120568,1.9140716630628,2.0843060195977,-0.835869780397499,3087.498508,3343.301989,4644.310195
"Horstmann Peak-Hyndman Peak",0.448649594033578,0.407921331357619,0.0407282626759586,0.619403886048622,0.579466085600496,0.0399378004481252,0.633401583834173,2.27333145152026,-2.29694649406244,0.65271962406428,2.12356848278304,-2.24569886720938,2972.699883,3411.886652,4624.514346
"Horstmann Peak-Mount Cramer",0.279894369575787,0.277404407831083,0.00248996174470375,0.437371045969295,0.434325114475048,0.0030459314942472,-1.78968442888745,-0.949825056667785,-1.26677501213728,-1.89237066015926,-0.950827917530945,-1.22711302030981,2972.699883,2952.283233,3791.676265
"Horstmann Peak-Salzburger Spitzl",0.436192966986235,0.366064572553421,0.0701283944328143,0.60742947084828,0.535940364618607,0.0714891062296733,0.940615385670476,1.77980655630568,-1.35945514479121,0.946977540078754,1.71282896568603,-1.4631343697189,2972.699883,3712.210594,4800.410706
"Horstmann Peak-Snowyside Peak",0.300423533770174,0.21916394371579,0.0812595900543845,0.462039521692121,0.359531537732026,0.102507983960094,-1.86473262485523,-2.63537256994497,1.83635466143911,-1.96740949376316,-2.91651453249055,2.43496605996638,2972.699883,2412.29716,3501.388442
"Horstmann Peak-Thompson Peak",0.289888835865753,0.245624580596117,0.0442642552696369,0.449478788877469,0.394379790544224,0.0550989983332448,-1.52904850814135,-1.16445480364477,-0.283152558107788,-1.57467169595497,-1.18212786597274,-0.152444144922968,2972.699883,3343.301989,4073.470151
"Hyndman Peak-Mount Cramer",0.375775285420433,0.327186483059229,0.0485888023612042,0.546274219929161,0.493052765734998,0.0532214541941634,0.848709476850735,2.12680118909702,-1.65036879812992,0.861826096105963,2.01821326301987,-1.73870796603387,3411.886652,2952.283233,4377.83382
"Hyndman Peak-Salzburger Spitzl",0.193037737767006,0.157522184004839,0.0355155537621668,0.323607094153304,0.272171343550131,0.0514357506031732,-0.880902001002805,-0.977823348100206,0.24736752212332,-0.88192793978035,-0.985492526861816,0.330097734143525,3411.886652,3712.210594,4249.658431
"Hyndman Peak-Snowyside Peak",0.411536861021034,0.289615403767254,0.12192145725378,0.58310466043848,0.449150037943441,0.133954622495039,1.37959277043196,2.08450836425764,-0.993032130363567,1.3528487587118,1.99181804004852,-1.29509800823083,3411.886652,2412.29716,4110.525068
"Hyndman Peak-Thompson Peak",0.395365580583496,0.389163830333246,0.00620175025024963,0.566683865626335,0.560285002870957,0.00639886275537871,1.39588640928114,2.95299195807549,-2.33502764059862,1.36749906697304,2.70015785457486,-2.29356709378592,3411.886652,3343.301989,4712.97886
"Mount Cramer-Salzburger Spitzl",0.375688993041962,0.295339145395607,0.0803498476463547,0.546183032563527,0.456002810453795,0.0901802221097318,0.451866205673311,0.708059563438409,-0.41420038546997,0.479486891065375,0.736008286991514,-0.501054384372322,2952.283233,3712.210594,4584.135401
"Mount Cramer-Snowyside Peak",0.334161615573723,0.259638571642641,0.0745230439310822,0.50093123902388,0.412242967923819,0.0886882711000611,0.94111978493275,0.317881831209069,0.863060259351527,0.952087063073531,0.359158737858793,0.710887088933164,2952.283233,2412.29716,3578.608622
"Mount Cramer-Thompson Peak",0.251128061689195,0.201535432762457,0.0495926289267382,0.401442617073327,0.335463153673472,0.0659794633998557,-0.383186237200185,-0.686940517670782,0.491311976562643,-0.352404699306571,-0.667802924248373,0.553575569626071,2952.283233,3343.301989,3938.291668
"Salzburger Spitzl-Snowyside Peak",0.418707598227003,0.262087216899928,0.156620381327076,0.590266237736759,0.415323463213096,0.174942774523663,1.29576417835588,0.839353966626194,0.349409243513104,1.27454603653449,0.867581597516043,0.0391325354425334,3712.210594,2412.29716,4344.442843
"Salzburger Spitzl-Thompson Peak",0.455424367428982,0.425379424197746,0.030044943231236,0.625830345596718,0.596864830481421,0.0289655151152974,1.77252308789757,2.2971495958165,-1.20311232985166,1.69425845224114,2.12921814577911,-1.28560522664648,3712.210594,3343.301989,5134.382469
"Snowyside Peak-Thompson Peak",0.359292615323861,0.235654931086517,0.123637684237345,0.52864646106866,0.381425145739198,0.147221315329462,0.110778784600139,-1.07268784763751,1.80063453859271,0.146420389454857,-1.07751416562925,1.85696789649886,2412.29716,3343.301989,3911.77171
