"","SampleID","PrimerPairID","BarcodeID","ProjectID","MiSeqRun"
"790","Carex_straminiformis_14468","atpB2","Echo213","atpB_S766R_S3",160222
"791","Carex_straminiformis_14468","trnT","Echo213","trn_ab",150807
"792","Carex_straminiformis_14468","ITS","Echo235","ITS",150807
"793","Carex_straminiformis_14635","ITS","Kilo486","ITS",160222
"794","Carex_straminiformis_14635","ndhF","Foxtrot286","ndhF_5_803",160222
"795","Carex_straminiformis_14635","atpB","Juliett478","atpB_S1494R_S611",160222
"796","Carex_straminiformis_14635","ndhF2","Hotel382","ndhF_803_1318",160222
"797","Carex_straminiformis_14635","trnLF","Kilo484","trn_cf",150807
"798","Carex_straminiformis_14635","rbcL_5","Foxtrot286","rbcL",150807
"799","Carex_straminiformis_14635","ndhF3","Foxtrot286","ndhF_1318_3",160222
"800","Carex_straminiformis_14635","matK2","Foxtrot286","matK_3F_3R",160222
"801","Carex_straminiformis_14635","matK","Hotel382","matK_1F_4R",160222
"802","Carex_straminiformis_14635","trnT","Foxtrot286","trn_ab",150807
"803","Carex_straminiformis_14635","atpB2","Foxtrot286","atpB_S766R_S3",160222
"804","Carex_nardina_14603","trnLF","Foxtrot267","trn_cf",150807
"805","Carex_nardina_14603","ndhF","Foxtrot254","ndhF_5_803",160222
"806","Carex_nardina_14603","ndhF2","Hotel350","ndhF_803_1318",160222
"807","Carex_nardina_14603","matK2","Foxtrot254","matK_3F_3R",160222
"808","Carex_nardina_14603","atpB2","Foxtrot254","atpB_S766R_S3",160222
"809","Carex_nardina_14603","ndhF3","Foxtrot254","ndhF_1318_3",160222
"810","Carex_nardina_14603","atpB","Juliett446","atpB_S1494R_S611",160222
"811","Carex_nardina_14603","trnT","Foxtrot254","trn_ab",150807
"812","Carex_nardina_14603","ITS","Foxtrot269","ITS",150807
"813","Carex_nardina_14603","matK","Hotel350","matK_1F_4R",160222
"814","Carex_nardina_14603","rbcL_5","Foxtrot254","rbcL",150807
"815","Carex_cf_microptera_14638","trnLF","Kilo493","trn_cf",150807
"816","Carex_cf_microptera_14638","ITS","Kilo495","ITS",160222
"817","Carex_cf_microptera_14638","ndhF","Foxtrot280","ndhF_5_803",160222
"818","Carex_cf_microptera_14638","ndhF3","Foxtrot280","ndhF_1318_3",160222
"819","Carex_cf_microptera_14638","trnT","Foxtrot280","trn_ab",150807
"820","Carex_cf_microptera_14638","matK","Hotel376","matK_1F_4R",160222
"821","Carex_cf_microptera_14638","ndhF2","Hotel376","ndhF_803_1318",160222
"822","Carex_cf_microptera_14638","rbcL_5","Foxtrot280","rbcL",150807
"823","Carex_cf_microptera_14638","matK2","Foxtrot280","matK_3F_3R",160222
"824","Carex_cf_microptera_14638","atpB","Juliett472","atpB_S1494R_S611",160222
"825","Carex_cf_microptera_14638","atpB2","Foxtrot280","atpB_S766R_S3",160222
"826","Carex_straminiformis_13548","trnLF","Golf296","trnL_cf",141219
"827","Carex_straminiformis_13548","matK","Alpha8","matK_1F_4R",160222
"828","Carex_straminiformis_13548","ITS","Echo200","ITS",141219
"829","Carex_straminiformis_13548","ndhF3","Kilo488","ndhF_1318_3",160222
"830","Carex_straminiformis_13548","trnT","Golf296","trn_ab",150807
"831","Carex_straminiformis_13548","rbcL_5","Kilo488","rbcL",150807
"832","Carex_straminiformis_13548","ndhF","Kilo488","ndhF_5_803",160222
"833","Carex_straminiformis_13548","ndhF2","Alpha8","ndhF_803_1318",160222
"834","Carex_straminiformis_13548","atpB","Alpha8","atpB_S1494R_S611",160222
"835","Carex_straminiformis_13548","atpB2","Kilo488","atpB_S766R_S3",160222
"836","Carex_straminiformis_13548","matK2","Kilo488","matK_3F_3R",160222
"837","Carex_nardina_13549","ITS","Echo209","ITS",141219
"838","Carex_nardina_13549","matK","Alpha16","matK_1F_4R",160222
"839","Carex_nardina_13549","trnT","Golf304","trn_ab",150807
"840","Carex_nardina_13549","ndhF","Kilo496","ndhF_5_803",160222
"841","Carex_nardina_13549","ndhF3","Kilo496","ndhF_1318_3",160222
"842","Carex_nardina_13549","rbcL_5","Kilo496","rbcL",150807
"843","Carex_nardina_13549","ndhF2","Alpha16","ndhF_803_1318",160222
"844","Carex_nardina_13549","atpB","Alpha16","atpB_S1494R_S611",160222
"845","Carex_nardina_13549","trnLF","Golf304","trnL_cf",141219
"846","Carex_nardina_13549","matK2","Kilo496","matK_3F_3R",160222
"847","Carex_nardina_13549","atpB2","Kilo496","atpB_S766R_S3",160222
"848","Carex_straminiformis_13563","matK2","Kilo502","matK_3F_3R",160222
"849","Carex_straminiformis_13563","ndhF2","Alpha22","ndhF_803_1318",160222
"850","Carex_straminiformis_13563","trnLF","Golf319","trnL_cf",141219
"851","Carex_straminiformis_13563","trnT","Golf310","trn_ab",150807
"852","Carex_straminiformis_13563","matK","Alpha22","matK_1F_4R",160222
"853","Carex_straminiformis_13563","ITS","Echo216","ITS",141219
"854","Carex_straminiformis_13563","atpB2","Kilo502","atpB_S766R_S3",160222
"855","Carex_straminiformis_13563","ndhF","Kilo502","ndhF_5_803",160222
"856","Carex_straminiformis_13563","rbcL_5","Kilo502","rbcL",150807
"857","Carex_straminiformis_13563","ndhF3","Kilo502","ndhF_1318_3",160222
"858","Carex_straminiformis_13563","atpB","Alpha22","atpB_S1494R_S611",160222
"859","Carex_cf_scopulorum_14018","trnLF","Hotel352","trnL_cf",141219
"860","Carex_cf_scopulorum_14018","ndhF","Lima542","ndhF_5_803",160222
"861","Carex_cf_scopulorum_14018","matK2","Lima542","matK_3F_3R",160222
"862","Carex_cf_scopulorum_14018","atpB2","Lima542","atpB_S766R_S3",160222
"863","Carex_cf_scopulorum_14018","atpB","Bravo62","atpB_S1494R_S611",160222
"864","Carex_cf_scopulorum_14018","ndhF3","Lima542","ndhF_1318_3",160222
"865","Carex_cf_scopulorum_14018","ITS","Foxtrot258","ITS",141219
"866","Carex_cf_scopulorum_14018","rbcL_5","Lima542","rbcL",150807
"867","Carex_cf_scopulorum_14018","ndhF2","Bravo62","ndhF_803_1318",160222
"868","Carex_cf_scopulorum_14018","matK","Bravo62","matK_1F_4R",160222
"869","Carex_cf_scopulorum_14018","trnT","Hotel350","trn_ab",150807
"870","Carex_nardina_14026","atpB2","Lima554","atpB_S766R_S3",160222
"871","Carex_nardina_14026","atpB","Bravo74","atpB_S1494R_S611",160222
"872","Carex_nardina_14026","ndhF2","Bravo74","ndhF_803_1318",160222
"873","Carex_nardina_14026","rbcL_5","Lima554","rbcL",150807
"874","Carex_nardina_14026","ITS","Foxtrot262","ITS",141219
"875","Carex_nardina_14026","ndhF3","Lima554","ndhF_1318_3",160222
"876","Carex_nardina_14026","trnT","Hotel362","trn_ab",150807
"877","Carex_nardina_14026","ndhF","Lima554","ndhF_5_803",160222
"878","Carex_nardina_14026","matK2","Lima554","matK_3F_3R",160222
"879","Carex_nardina_14026","matK","Bravo74","matK_1F_4R",160222
"880","Carex_nardina_14026","trnLF","Hotel364","trnL_cf",141219
"881","Carex_straminiformis_14226","atpB2","India389","atpB_S766R_S3",160222
"882","Carex_straminiformis_14226","ndhF","India389","ndhF_5_803",160222
"883","Carex_straminiformis_14226","trnT","Alpha5","trn_ab",150807
"884","Carex_straminiformis_14226","ITS","India400","ITS",150807
"885","Carex_straminiformis_14226","rbcL_5","India389","rbcL",150807
"886","Carex_straminiformis_14226","matK","Charlie101","matK_1F_4R",160222
"887","Carex_straminiformis_14226","ndhF3","India389","ndhF_1318_3",160222
"888","Carex_straminiformis_14226","trnLF","Alpha7","trn_cf",150807
"889","Carex_straminiformis_14226","matK2","India389","matK_3F_3R",160222
"890","Carex_straminiformis_14226","ndhF2","Charlie101","ndhF_803_1318",160222
"891","Carex_straminiformis_14226","atpB","Charlie101","atpB_S1494R_S611",160222
"892","Carex_cf_luzulina_14458","ndhF3","Echo200","ndhF_1318_3",160222
"893","Carex_cf_luzulina_14458","trnT","Echo200","trn_ab",150807
"894","Carex_cf_luzulina_14458","rbcL_5","Echo200","rbcL",150807
"895","Carex_cf_luzulina_14458","atpB2","Echo200","atpB_S766R_S3",160222
"896","Carex_cf_luzulina_14458","ndhF2","Golf296","ndhF_803_1318",160222
"897","Carex_cf_luzulina_14458","matK","Golf296","matK_1F_4R",160222
"898","Carex_cf_luzulina_14458","trnLF","Echo220","trn_cf",150807
"899","Carex_cf_luzulina_14458","ndhF","Echo200","ndhF_5_803",160222
"900","Carex_cf_luzulina_14458","matK2","Echo200","matK_3F_3R",160222
"901","Carex_cf_luzulina_14458","ITS","Echo222","ITS",150807
"902","Carex_cf_luzulina_14458","atpB","India392","atpB_S1494R_S611",160222
"903","Carex_straminiformis_14659 ","ndhF","Charlie115","ndhF_5_803",160222
"904","Carex_straminiformis_14659 ","matK2","Charlie115","matK_3F_3R",160222
"905","Carex_straminiformis_14659 ","atpB2","Charlie115","atpB_S766R_S3",160222
"906","Carex_straminiformis_14659 ","ITS","Kilo514","ITS",160222
"907","Carex_straminiformis_14659 ","rbcL_5","Alpha19","rbcL",150807
"908","Carex_straminiformis_14659 ","matK","India403","matK_1F_4R",160222
"909","Carex_straminiformis_14659 ","atpB","Kilo499","atpB_S1494R_S611",160222
"910","Carex_straminiformis_14659 ","ndhF3","Charlie115","ndhF_1318_3",160222
"911","Carex_straminiformis_14659 ","trnT","India403","trn_ab",150807
"912","Carex_straminiformis_14659 ","ndhF2","India403","ndhF_803_1318",160222
"913","Carex_straminiformis_14659 ","trnLF","Kilo504","trn_cf",150807
"914","Carex_nardina_14709","trnT","Juliett452","trn_ab",150807
"915","Carex_nardina_14709","atpB2","Delta164","atpB_S766R_S3",160222
"916","Carex_nardina_14709","ndhF3","Delta164","ndhF_1318_3",160222
"917","Carex_nardina_14709","ndhF","Delta164","ndhF_5_803",160222
"918","Carex_nardina_14709","ITS","Lima571","ITS",160222
"919","Carex_nardina_14709","trnLF","Lima561","trn_cf",150807
"920","Carex_nardina_14709","rbcL_5","Bravo68","rbcL",150807
"921","Carex_nardina_14709","atpB","Lima548","atpB_S1494R_S611",160222
"922","Carex_nardina_14709","matK","Juliett452","matK_1F_4R",160222
"923","Carex_nardina_14709","ndhF2","Juliett452","ndhF_803_1318",160222
"924","Carex_nardina_14709","matK2","Delta164","matK_3F_3R",160222
"925","Cassiope_mertensiana_var_gracilis_14022","ndhF2","Bravo64","ndhF_803_1318",160222
"926","Cassiope_mertensiana_var_gracilis_14022","atpB","Bravo64","atpB_S1494R_S611",160222
"927","Cassiope_mertensiana_var_gracilis_14022","ndhF3","Lima544","ndhF_1318_3",160222
"928","Cassiope_mertensiana_var_gracilis_14022","ndhF","Lima544","ndhF_5_803",160222
"929","Cassiope_mertensiana_var_gracilis_14022","trnLF","Hotel362","trnL_cf",141219
"930","Cassiope_mertensiana_var_gracilis_14022","matK","Bravo64","matK_1F_4R",160222
"931","Cassiope_mertensiana_var_gracilis_14022","ITS","Foxtrot260","ITS",141219
"932","Cassiope_mertensiana_var_gracilis_14022","atpB2","Lima544","atpB_S766R_S3",160222
"933","Cassiope_mertensiana_var_gracilis_14022","rbcL_5","Lima544","rbcL",150807
"934","Cassiope_mertensiana_var_gracilis_14022","matK2","Lima544","matK_3F_3R",160222
"935","Cassiope_mertensiana_var_gracilis_14022","trnT","Hotel352","trn_ab",150807
"936","Cassiope_mertensiana_var_gracilis_14292","trnT","Bravo76","trn_ab",150807
"937","Cassiope_mertensiana_var_gracilis_14292","atpB","Delta172","atpB_S1494R_S611",160222
"938","Cassiope_mertensiana_var_gracilis_14292","ndhF3","Juliett460","ndhF_1318_3",160222
"939","Cassiope_mertensiana_var_gracilis_14292","ndhF","Juliett460","ndhF_5_803",160222
"940","Cassiope_mertensiana_var_gracilis_14292","ndhF2","Delta172","ndhF_803_1318",160222
"941","Cassiope_mertensiana_var_gracilis_14292","ITS","Juliett456","ITS",150807
"942","Cassiope_mertensiana_var_gracilis_14292","matK","Delta172","matK_1F_4R",160222
"943","Cassiope_mertensiana_var_gracilis_14292","atpB2","Juliett460","atpB_S766R_S3",160222
"944","Cassiope_mertensiana_var_gracilis_14292","trnLF","Bravo80","trn_cf",150807
"945","Cassiope_mertensiana_var_gracilis_14292","matK2","Juliett460","matK_3F_3R",160222
"946","Cassiope_mertensiana_var_gracilis_14292","rbcL_5","Juliett460","rbcL",150807
"947","Cassiope_mertensiana_var_gracilis_14646","ITS","Kilo507","ITS",160222
"948","Cassiope_mertensiana_var_gracilis_14646","ndhF3","Charlie108","ndhF_1318_3",160222
"949","Cassiope_mertensiana_var_gracilis_14646","trnT","India396","trn_ab",150807
"950","Cassiope_mertensiana_var_gracilis_14646","matK2","Charlie108","matK_3F_3R",160222
"951","Cassiope_mertensiana_var_gracilis_14646","trnLF","Kilo505","trn_cf",150807
"952","Cassiope_mertensiana_var_gracilis_14646","ndhF2","India396","ndhF_803_1318",160222
"953","Cassiope_mertensiana_var_gracilis_14646","atpB2","Charlie108","atpB_S766R_S3",160222
"954","Cassiope_mertensiana_var_gracilis_14646","atpB","Kilo492","atpB_S1494R_S611",160222
"955","Cassiope_mertensiana_var_gracilis_14646","ndhF","Charlie108","ndhF_5_803",160222
"956","Cassiope_mertensiana_var_gracilis_14646","matK","India396","matK_1F_4R",160222
"957","Cassiope_mertensiana_var_gracilis_14646","rbcL_5","Alpha12","rbcL",150807
"958","Castelleja_applegatei_var_viscida_13556","ITS","Echo220","ITS",141219
"959","Castelleja_applegatei_var_viscida_13556","trnLF","Golf308","trnL_cf",141219
"960","Castelleja_applegatei_var_viscida_13557","trnLF","Golf316","trnL_cf",141219
"961","Castelleja_applegatei_var_viscida_13557","ITS","Echo213","ITS",141219
"962","Castelleja_applegatei_var_viscida_13558","trnLF","Golf309","trnL_cf",141219
"963","Castelleja_applegatei_var_viscida_13558","ITS","Echo221","ITS",141219
"964","Castilleja_applegatei_14237","trnLF","Alpha28","trn_cf",150807
"965","Castilleja_applegatei_14644","trnLF","Kilo496","trn_cf",150807
"966","Castilleja_applegatei_14644","matK2","Charlie107","matK_3F_3R",160222
"967","Castilleja_applegatei_14644","atpB2","Charlie107","atpB_S766R_S3",160222
"968","Castilleja_applegatei_14644","ndhF3","Charlie107","ndhF_1318_3",160222
"969","Castilleja_applegatei_14644","trnT","India395","trn_ab",150807
"970","Castilleja_applegatei_14644","ITS","Kilo506","ITS",160222
"971","Castilleja_applegatei_14644","ndhF","Charlie107","ndhF_5_803",160222
"972","Castilleja_applegatei_14644","matK","India395","matK_1F_4R",160222
"973","Castilleja_applegatei_14644","atpB","Kilo491","atpB_S1494R_S611",160222
"974","Castilleja_applegatei_14644","ndhF2","India395","ndhF_803_1318",160222
"975","Castilleja_applegatei_14644","rbcL_5","Alpha11","rbcL",150807
"976","Castilleja_cusickii_14238","matK2","India410","matK_3F_3R",160222
"977","Castilleja_cusickii_14238","trnT","Alpha26","trn_ab",150807
"978","Castilleja_cusickii_14238","rbcL_5","India410","rbcL",150807
"979","Castilleja_cusickii_14238","trnLF","Alpha21","trn_cf",150807
"980","Castilleja_cusickii_14238","atpB2","India410","atpB_S766R_S3",160222
"981","Castilleja_cusickii_14238","atpB","Charlie122","atpB_S1494R_S611",160222
"982","Castilleja_cusickii_14238","ndhF3","India410","ndhF_1318_3",160222
"983","Castilleja_cusickii_14238","matK","Charlie122","matK_1F_4R",160222
"984","Castilleja_cusickii_14238","ITS","India406","ITS",150807
"985","Castilleja_cusickii_14238","ndhF","India410","ndhF_5_803",160222
"986","Castilleja_cusickii_14238","ndhF2","Charlie122","ndhF_803_1318",160222
"987","Castilleja_cusickii_14296","ndhF","Juliett462","ndhF_5_803",160222
"988","Castilleja_cusickii_14296","matK","Delta174","matK_1F_4R",160222
"989","Castilleja_cusickii_14296","trnT","Bravo78","trn_ab",150807
"990","Castilleja_cusickii_14296","atpB2","Juliett462","atpB_S766R_S3",160222
"991","Castilleja_cusickii_14296","ndhF3","Juliett462","ndhF_1318_3",160222
"992","Castilleja_cusickii_14296","matK2","Juliett462","matK_3F_3R",160222
"993","Castilleja_cusickii_14296","ndhF2","Delta174","ndhF_803_1318",160222
"994","Castilleja_cusickii_14296","ITS","Juliett466","ITS",150807
"995","Castilleja_cusickii_14296","rbcL_5","Juliett462","rbcL",150807
"996","Castilleja_cusickii_14296","trnLF","Bravo90","trn_cf",150807
"997","Castilleja_cusickii_14296","atpB","Delta174","atpB_S1494R_S611",160222
"998","Castilleja_cusickii_14331","ITS","Alpha20","ITS",150807
"999","Castilleja_cusickii_14331","rbcL_5","Golf304","rbcL",150807
"1000","Castilleja_cusickii_14331","ndhF","Golf304","ndhF_5_803",160222
"1001","Castilleja_cusickii_14331","matK","Echo208","matK_1F_4R",160222
"1002","Castilleja_cusickii_14331","atpB2","Golf304","atpB_S766R_S3",160222
"1003","Castilleja_cusickii_14331","ndhF2","Echo208","ndhF_803_1318",160222
"1004","Castilleja_cusickii_14331","matK2","Golf304","matK_3F_3R",160222
"1005","Castilleja_cusickii_14331","trnT","Charlie112","trn_ab",150807
"1006","Castilleja_cusickii_14331","trnLF","Charlie124","trn_cf",150807
"1007","Castilleja_cusickii_14331","ndhF3","Golf304","ndhF_1318_3",160222
"1008","Castilleja_cusickii_14331","atpB","Echo208","atpB_S1494R_S611",160222
"1009","Castilleja_cusickii_14368","rbcL_5","Hotel339","rbcL",150807
"1010","Castilleja_cusickii_14368","trnT","Delta147","trn_ab",150807
"1011","Castilleja_cusickii_14368","atpB2","Hotel339","atpB_S766R_S3",160222
"1012","Castilleja_cusickii_14368","ndhF","Hotel339","ndhF_5_803",160222
"1013","Castilleja_cusickii_14368","matK","Foxtrot243","matK_1F_4R",160222
"1014","Castilleja_cusickii_14368","atpB","Foxtrot243","atpB_S1494R_S611",160222
"1015","Castilleja_cusickii_14368","matK2","Hotel339","matK_3F_3R",160222
"1016","Castilleja_cusickii_14368","ndhF3","Hotel339","ndhF_1318_3",160222
"1017","Castilleja_cusickii_14368","trnLF","Delta159","trn_cf",150807
"1018","Castilleja_cusickii_14368","ITS","Bravo65","ITS",150807
"1019","Castilleja_cusickii_14368","ndhF2","Foxtrot243","ndhF_803_1318",160222
"1020","Castilleja_miniata_14289","ndhF3","Juliett451","ndhF_1318_3",160222
"1021","Castilleja_miniata_14289","ITS","Juliett462","ITS",150807
"1022","Castilleja_miniata_14289","trnT","Bravo67","trn_ab",150807
"1023","Castilleja_miniata_14289","rbcL_5","Juliett451","rbcL",150807
"1024","Castilleja_miniata_14289","trnLF","Bravo71","trn_cf",150807
"1025","Castilleja_miniata_14289","atpB","Delta163","atpB_S1494R_S611",160222
"1026","Castilleja_miniata_14289","ndhF","Juliett451","ndhF_5_803",160222
"1027","Castilleja_miniata_14289","atpB2","Juliett451","atpB_S766R_S3",160222
"1028","Castilleja_miniata_14289","ndhF2","Delta163","ndhF_803_1318",160222
"1029","Castilleja_miniata_14289","matK2","Juliett451","matK_3F_3R",160222
"1030","Castilleja_miniata_14289","matK","Delta163","matK_1F_4R",160222
"1031","Castilleja_miniata_14332","rbcL_5","Golf305","rbcL",150807
"1032","Castilleja_miniata_14332","atpB2","Golf305","atpB_S766R_S3",160222
"1033","Castilleja_miniata_14332","ndhF","Golf305","ndhF_5_803",160222
"1034","Castilleja_miniata_14332","matK","Echo209","matK_1F_4R",160222
"1035","Castilleja_miniata_14332","ndhF2","Echo209","ndhF_803_1318",160222
"1036","Castilleja_miniata_14332","trnT","Charlie113","trn_ab",150807
"1037","Castilleja_miniata_14332","matK2","Golf305","matK_3F_3R",160222
"1038","Castilleja_miniata_14332","trnLF","Charlie117","trn_cf",150807
"1039","Castilleja_miniata_14332","ndhF3","Golf305","ndhF_1318_3",160222
"1040","Castilleja_miniata_14332","atpB","Echo209","atpB_S1494R_S611",160222
"1041","Castilleja_miniata_14332","ITS","Alpha28","ITS",150807
"1042","Castilleja_miniata_14369","trnT","Delta155","trn_ab",150807
"1043","Castilleja_miniata_14369","matK2","Hotel347","matK_3F_3R",160222
"1044","Castilleja_miniata_14369","ndhF3","Hotel347","ndhF_1318_3",160222
"1045","Castilleja_miniata_14369","atpB","Foxtrot251","atpB_S1494R_S611",160222
"1046","Castilleja_miniata_14369","rbcL_5","Hotel347","rbcL",150807
"1047","Castilleja_miniata_14369","ITS","Bravo73","ITS",150807
"1048","Castilleja_miniata_14369","ndhF2","Foxtrot251","ndhF_803_1318",160222
"1049","Castilleja_miniata_14369","atpB2","Hotel347","atpB_S766R_S3",160222
"1050","Castilleja_miniata_14369","ndhF","Hotel347","ndhF_5_803",160222
"1051","Castilleja_miniata_14369","trnLF","Delta152","trn_cf",150807
"1052","Castilleja_miniata_14369","matK","Foxtrot251","matK_1F_4R",160222
"1053","Castilleja_miniata_14586","atpB","India422","atpB_S1494R_S611",160222
"1054","Castilleja_miniata_14586","atpB2","Echo230","atpB_S766R_S3",160222
"1055","Castilleja_miniata_14586","matK2","Echo230","matK_3F_3R",160222
"1056","Castilleja_miniata_14586","matK","Golf326","matK_1F_4R",160222
"1057","Castilleja_miniata_14586","trnT","Echo230","trn_ab",150807
"1058","Castilleja_miniata_14586","ndhF2","Golf326","ndhF_803_1318",160222
"1059","Castilleja_miniata_14586","ndhF3","Echo230","ndhF_1318_3",160222
"1060","Castilleja_miniata_14586","rbcL_5","Echo230","rbcL",150807
"1061","Castilleja_miniata_14586","ndhF","Echo230","ndhF_5_803",160222
"1062","Castilleja_miniata_14586","trnLF","Foxtrot243","trn_cf",150807
"1063","Castilleja_miniata_14586","ITS","Foxtrot245","ITS",150807
"1064","Castilleja_rhexiifolia_14406","atpB","Foxtrot253","atpB_S1494R_S611",160222
"1065","Castilleja_rhexiifolia_14406","rbcL_5","Hotel349","rbcL",150807
"1066","Castilleja_rhexiifolia_14406","trnT","Delta157","trn_ab",150807
"1067","Castilleja_rhexiifolia_14406","atpB2","Hotel349","atpB_S766R_S3",160222
"1068","Castilleja_rhexiifolia_14406","ndhF3","Hotel349","ndhF_1318_3",160222
"1069","Castilleja_rhexiifolia_14406","trnLF","Delta162","trn_cf",150807
"1070","Castilleja_rhexiifolia_14406","ITS","Bravo75","ITS",150807
"1071","Castilleja_rhexiifolia_14406","ndhF2","Foxtrot253","ndhF_803_1318",160222
"1072","Castilleja_rhexiifolia_14406","ndhF","Hotel349","ndhF_5_803",160222
"1073","Castilleja_rhexiifolia_14406","matK2","Hotel349","matK_3F_3R",160222
"1074","Castilleja_rhexiifolia_14406","matK","Foxtrot253","matK_1F_4R",160222
"1075","Cerastium_arvense_14575","trnT","Echo224","trn_ab",150807
"1076","Cerastium_arvense_14575","atpB2","Echo224","atpB_S766R_S3",160222
"1077","Cerastium_arvense_14575","ndhF2","Golf320","ndhF_803_1318",160222
"1078","Cerastium_arvense_14575","matK2","Echo224","matK_3F_3R",160222
"1079","Cerastium_arvense_14575","rbcL_5","Echo224","rbcL",150807
"1080","Cerastium_arvense_14575","ITS","Echo231","ITS",150807
"1081","Cerastium_arvense_14575","ndhF3","Echo224","ndhF_1318_3",160222
"1082","Cerastium_arvense_14575","trnLF","Echo229","trn_cf",150807
"1083","Cerastium_arvense_14575","ndhF","Echo224","ndhF_5_803",160222
"1084","Cerastium_arvense_14575","matK","Golf320","matK_1F_4R",160222
"1085","Cerastium_arvense_14575","atpB","India416","atpB_S1494R_S611",160222
"1086","Cerastium_beeringianum_14451","trnT","Echo204","trn_ab",150807
"1087","Cerastium_beeringianum_14451","ITS","Echo211","ITS",150807
"1088","Cerastium_beeringianum_14451","rbcL_5","Echo204","rbcL",150807
"1089","Cerastium_beeringianum_14451","ndhF3","Echo204","ndhF_1318_3",160222
"1090","Cerastium_beeringianum_14451","atpB","India396","atpB_S1494R_S611",160222
"1091","Cerastium_beeringianum_14451","matK2","Echo204","matK_3F_3R",160222
"1092","Cerastium_beeringianum_14451","matK","Golf300","matK_1F_4R",160222
"1093","Cerastium_beeringianum_14451","ndhF","Echo204","ndhF_5_803",160222
"1094","Cerastium_beeringianum_14451","trnLF","Echo209","trn_cf",150807
"1095","Cerastium_beeringianum_14451","atpB2","Echo204","atpB_S766R_S3",160222
"1096","Cerastium_beeringianum_14451","ndhF2","Golf300","ndhF_803_1318",160222
"1097","Cerastium_beeringianum_14628","ITS","Kilo490","ITS",160222
"1098","Cerastium_beeringianum_14628","ndhF3","Foxtrot275","ndhF_1318_3",160222
"1099","Cerastium_beeringianum_14628","ndhF","Foxtrot275","ndhF_5_803",160222
"1100","Cerastium_beeringianum_14628","atpB2","Foxtrot275","atpB_S766R_S3",160222
"1101","Cerastium_beeringianum_14628","trnLF","Foxtrot280","trn_cf",150807
"1102","Cerastium_beeringianum_14628","matK","Hotel371","matK_1F_4R",160222
"1103","Cerastium_beeringianum_14628","rbcL_5","Foxtrot275","rbcL",150807
"1104","Cerastium_beeringianum_14628","atpB","Juliett467","atpB_S1494R_S611",160222
"1105","Cerastium_beeringianum_14628","matK2","Foxtrot275","matK_3F_3R",160222
"1106","Cerastium_beeringianum_14628","trnT","Foxtrot275","trn_ab",150807
"1107","Cerastium_beeringianum_14628","ndhF2","Hotel371","ndhF_803_1318",160222
"1108","Cerastium_beeringianum_14632","trnLF","Kilo490","trn_cf",150807
"1109","Cerastium_beeringianum_14632","ITS","Kilo492","ITS",160222
"1110","Cerastium_beeringianum_14632","ndhF3","Foxtrot277","ndhF_1318_3",160222
"1111","Cerastium_beeringianum_14632","matK","Hotel373","matK_1F_4R",160222
"1112","Cerastium_beeringianum_14632","matK2","Foxtrot277","matK_3F_3R",160222
"1113","Cerastium_beeringianum_14632","rbcL_5","Foxtrot277","rbcL",150807
"1114","Cerastium_beeringianum_14632","atpB","Juliett469","atpB_S1494R_S611",160222
"1115","Cerastium_beeringianum_14632","atpB2","Foxtrot277","atpB_S766R_S3",160222
"1116","Cerastium_beeringianum_14632","ndhF","Foxtrot277","ndhF_5_803",160222
"1117","Cerastium_beeringianum_14632","ndhF2","Hotel373","ndhF_803_1318",160222
"1118","Cerastium_beeringianum_14632","trnT","Foxtrot277","trn_ab",150807
"1119","Cerastium_beeringianum_14687","ndhF3","Delta145","ndhF_1318_3",160222
"1120","Cerastium_beeringianum_14687","trnT","Juliett433","trn_ab",150807
"1121","Cerastium_beeringianum_14687","ITS","Lima544","ITS",160222
"1122","Cerastium_beeringianum_14687","trnLF","Lima534","trn_cf",150807
"1123","Cerastium_beeringianum_14687","matK2","Delta145","matK_3F_3R",160222
"1124","Cerastium_beeringianum_14687","atpB2","Delta145","atpB_S766R_S3",160222
"1125","Cerastium_beeringianum_14687","matK","Juliett433","matK_1F_4R",160222
"1126","Cerastium_beeringianum_14687","ndhF2","Juliett433","ndhF_803_1318",160222
"1127","Cerastium_beeringianum_14687","atpB","Lima529","atpB_S1494R_S611",160222
"1128","Cerastium_beeringianum_14687","ndhF","Delta145","ndhF_5_803",160222
"1129","Cerastium_beeringianum_14687","rbcL_5","Bravo49","rbcL",150807
"1130","Chaenactis_alpina_13553","ndhF","Kilo506","ndhF_5_803",160222
"1131","Chaenactis_alpina_13553","ndhF3","Kilo506","ndhF_1318_3",160222
"1132","Chaenactis_alpina_13553","atpB","Alpha26","atpB_S1494R_S611",160222
"1133","Chaenactis_alpina_13553","atpB2","Kilo506","atpB_S766R_S3",160222
"1134","Chaenactis_alpina_13553","trnT","Golf314","trn_ab",150807
"1135","Chaenactis_alpina_13553","ndhF2","Alpha26","ndhF_803_1318",160222
"1136","Chaenactis_alpina_13553","trnLF","Golf314","trnL_cf",141219
"1137","Chaenactis_alpina_13553","rbcL_5","Kilo506","rbcL",150807
"1138","Chaenactis_alpina_13553","matK2","Kilo506","matK_3F_3R",160222
"1139","Chaenactis_alpina_13553","ITS","Echo211","ITS",141219
"1140","Chaenactis_alpina_13553","matK","Alpha26","matK_1F_4R",160222
